,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
403,403,735.9047764000001,2021-05-03 06:37:02.306609,2021-05-03 09:28:19.502197,0 days 02:51:17.195588000,2048,10000,0.99,0,-1.4647013723544147,0.006726989925504129,big,0.02,16,COMPLETE
404,404,699.0665121999999,2021-05-03 07:05:13.940954,2021-05-03 07:56:53.177923,0 days 00:51:39.236969000,2048,10000,0.99,0,-0.6008308279585308,0.0027980855677017307,big,0.02,16,PRUNED
405,405,465.9288418,2021-05-03 07:44:15.666624,2021-05-03 08:16:55.259593,0 days 00:32:39.592969000,2048,10000,0.99,10000,-0.368513991571996,0.0028805967896383114,big,0.02,16,PRUNED
406,406,887.3229732,2021-05-03 07:56:53.180966,2021-05-03 08:14:53.943074,0 days 00:18:00.762108000,256,10000,0.95,10000,-1.458609343147145,0.008155666641142525,big,0.02,16,PRUNED
407,407,1454.0482244,2021-05-03 08:14:53.946220,2021-05-03 11:04:13.319669,0 days 02:49:19.373449000,2048,10000,0.98,0,-1.6255853616029863,0.005516569100946823,big,0.05,16,COMPLETE
408,408,979.8246195999998,2021-05-03 08:16:55.265254,2021-05-03 08:57:02.948542,0 days 00:40:07.683288000,256,100000,0.98,0,-1.0945874884349103,0.0057289730324243775,big,0.05,16,PRUNED
409,409,1495.3015694,2021-05-03 08:57:02.952130,2021-05-03 11:57:18.804350,0 days 03:00:15.852220000,2048,1000000,0.98,0,-0.7058538983497686,0.007088229434528965,big,0.02,16,COMPLETE
410,410,1386.925774,2021-05-03 09:28:19.509038,2021-05-03 11:01:34.276827,0 days 01:33:14.767789000,256,1000000,0.98,0,-1.6028032929245606,0.00810479601349121,big,0.05,16,COMPLETE
411,411,914.4935343999999,2021-05-03 11:01:34.283740,2021-05-03 11:49:40.026204,0 days 00:48:05.742464000,2048,10000,0.98,0,-0.6754966958057387,0.003411661287257528,big,0.02,16,PRUNED
412,412,1002.9793335999999,2021-05-03 11:04:13.324336,2021-05-03 11:45:15.511563,0 days 00:41:02.187227000,256,10000,0.98,0,-0.6880326474952984,0.0017615002613109046,big,0.02,16,PRUNED
413,413,1526.306537,2021-05-03 11:45:15.514157,2021-05-03 14:33:13.037620,0 days 02:47:57.523463000,2048,10000,0.98,0,-0.5805846552057886,0.003411210736702281,big,0.02,64,COMPLETE
414,414,-376.2000512000001,2021-05-03 11:49:40.027896,2021-05-03 12:08:24.073976,0 days 00:18:44.046080000,64,10000,0.995,0,-0.45578409365224204,0.008995688859607677,big,0.001,64,PRUNED
415,415,101.9421456,2021-05-03 11:57:18.809267,2021-05-03 12:15:10.702007,0 days 00:17:51.892740000,64,10000,0.995,0,-0.238051043711917,0.004876164963004057,big,0.001,64,PRUNED
416,416,728.9876092000001,2021-05-03 12:08:24.082971,2021-05-03 12:33:03.696618,0 days 00:24:39.613647000,256,10000,0.999,0,-0.5579693991369411,0.005106389924524093,big,0.01,16,PRUNED
417,417,-382.8264616,2021-05-03 12:15:10.704239,2021-05-03 12:40:12.053704,0 days 00:25:01.349465000,256,10000,0.999,0,-0.5869666016925096,0.012146706673501224,big,0.01,16,PRUNED
418,418,869.0689122,2021-05-03 12:33:03.700684,2021-05-03 12:55:59.547132,0 days 00:22:55.846448000,256,10000,0.98,1000,-0.33235000264859754,0.003709233518747208,big,0.005,16,PRUNED
419,419,869.9556056000001,2021-05-03 12:40:12.056193,2021-05-03 12:57:29.170707,0 days 00:17:17.114514000,16,10000,0.98,1000,-0.3627894812938583,0.0034905770092235615,big,0.02,16,PRUNED
420,420,932.0577070000002,2021-05-03 12:55:59.554111,2021-05-03 13:47:38.705542,0 days 00:51:39.151431000,2048,10000,0.9,0,-0.7913436582048603,0.002561505813374365,big,0.02,16,PRUNED
421,421,11.284847599999996,2021-05-03 12:57:29.175462,2021-05-03 13:51:25.443007,0 days 00:53:56.267545000,2048,10000,0.9,0,-0.928087248534577,0.002333467391382328,big,0.05,512,PRUNED
422,422,462.03220539999995,2021-05-03 13:47:38.710745,2021-05-03 14:05:41.362413,0 days 00:18:02.651668000,32,10000,0.98,0,-0.9196840969192511,0.006640402050625489,big,0.05,512,PRUNED
423,423,844.9791000000001,2021-05-03 13:51:25.446048,2021-05-03 14:00:57.387084,0 days 00:09:31.941036000,1024,10000,0.98,20000,-1.1035787578599277,0.006716516975934192,big,0.02,16,PRUNED
424,424,-388.0863998,2021-05-03 14:00:57.397306,2021-05-03 14:18:53.532247,0 days 00:17:56.134941000,32,10000,0.98,0,-0.4640174051807742,0.005214896662600748,big,0.05,16,PRUNED
425,425,1467.8382792,2021-05-03 14:05:41.364969,2021-05-03 15:24:43.093013,0 days 01:19:01.728044000,256,10000,0.98,0,-1.3027654575621064,0.009356305810441544,big,0.02,16,COMPLETE
426,426,913.1987898000001,2021-05-03 14:18:53.534788,2021-05-03 14:43:08.122338,0 days 00:24:14.587550000,256,10000,0.95,0,-1.306346126977813,0.009559918835984674,big,0.02,16,PRUNED
427,427,437.48788279999997,2021-05-03 14:33:13.042867,2021-05-03 14:43:59.876230,0 days 00:10:46.833363000,256,1000000,0.98,0,-0.5784224259897852,0.0016407382973372294,small,0.02,32,PRUNED
428,428,898.5490563999999,2021-05-03 14:43:08.125063,2021-05-03 15:04:35.546790,0 days 00:21:27.421727000,256,1000000,0.98,0,-0.5815079127183023,0.001786390450517981,big,0.02,32,PRUNED
429,429,1043.8862954,2021-05-03 14:43:59.877801,2021-05-03 16:08:13.389014,0 days 01:24:13.511213000,128,10000,0.98,0,-0.7809409121013331,0.002722387684748109,big,0.02,64,COMPLETE
430,430,827.4279974000001,2021-05-03 15:04:35.549383,2021-05-03 15:29:00.320141,0 days 00:24:24.770758000,128,10000,0.98,0,-0.7125753733750858,0.002874227695008668,big,0.02,64,PRUNED
431,431,690.4484557999999,2021-05-03 15:24:43.100086,2021-05-03 16:06:26.245627,0 days 00:41:43.145541000,128,10000,0.98,0,-0.7878714986476703,0.002820694514915268,big,0.02,64,PRUNED
432,432,1526.7478282,2021-05-03 15:29:00.322478,2021-05-03 18:24:42.189954,0 days 02:55:41.867476000,2048,10000,0.98,0,-0.8148357552164512,0.0034290021493518894,big,0.02,64,COMPLETE
433,433,1281.4773768,2021-05-03 16:06:26.248303,2021-05-03 18:58:44.185502,0 days 02:52:17.937199000,2048,10000,0.98,0,-0.4796986046914434,0.0037291425852532074,big,0.02,256,COMPLETE
434,434,1413.5243016,2021-05-03 16:08:13.393250,2021-05-03 18:54:09.689238,0 days 02:45:56.295988000,2048,10000,0.98,0,-0.4820411871493372,0.004087938742312454,big,0.02,64,COMPLETE
435,435,1395.9135492,2021-05-03 18:24:42.196757,2021-05-03 20:45:10.954919,0 days 02:20:28.758162000,2048,10000,0.98,0,-1.0214767543217613,0.0012744555646628732,big,0.02,64,COMPLETE
436,436,1566.7326812000001,2021-05-03 18:54:09.692339,2021-05-03 21:16:30.422511,0 days 02:22:20.730172000,2048,10000,0.98,0,-0.9655242596737095,0.001292297868387387,big,0.02,64,COMPLETE
437,437,1033.4554882,2021-05-03 18:58:44.188272,2021-05-03 20:25:14.722606,0 days 01:26:30.534334000,2048,10000,0.98,0,-0.9942453262292466,0.0012513560690626381,big,0.02,64,PRUNED
438,438,910.6741933999999,2021-05-03 20:25:14.729163,2021-05-03 21:08:39.982593,0 days 00:43:25.253430000,2048,10000,0.98,0,-0.863853567845286,0.002134947089356675,big,0.05,64,PRUNED
439,439,1033.9032658,2021-05-03 20:45:10.960284,2021-05-03 23:05:47.161979,0 days 02:20:36.201695000,2048,10000,0.98,0,-0.8676612465228539,0.0019825017923504654,big,0.05,64,COMPLETE
440,440,872.7809646,2021-05-03 21:08:39.984765,2021-05-03 21:52:12.276265,0 days 00:43:32.291500000,2048,100000,0.98,0,-0.8118959277634367,0.0030506490617892485,big,0.005,64,PRUNED
441,441,711.9348797999999,2021-05-03 21:16:30.424990,2021-05-03 21:58:32.503568,0 days 00:42:02.078578000,2048,100000,0.98,0,-0.9336774080306078,0.001647203734580342,big,0.02,64,PRUNED
442,442,734.6788764,2021-05-03 21:52:12.281238,2021-05-03 22:34:38.771119,0 days 00:42:26.489881000,2048,10000,0.98,0,-0.9228007636193296,0.0010925623435769347,big,0.02,64,PRUNED
443,443,906.5484924,2021-05-03 21:58:32.514514,2021-05-03 22:22:03.876422,0 days 00:23:31.361908000,512,10000,0.98,0,-1.140280245732455,0.0009333218206475018,big,0.02,64,PRUNED
444,444,1039.4366472,2021-05-03 22:22:03.882271,2021-05-04 00:28:34.529220,0 days 02:06:30.646949000,2048,10000,0.98,0,-0.9869578392096476,0.004497570719140498,big,0.02,64,PRUNED
445,445,-395.0678888,2021-05-03 22:34:38.772829,2021-05-03 23:18:19.998799,0 days 00:43:41.225970000,2048,10000,0.98,0,-1.089556225832592,0.020836712846322374,big,0.02,64,PRUNED
446,446,391.7891822,2021-05-03 23:05:47.164260,2021-05-03 23:45:25.501192,0 days 00:39:38.336932000,2048,10000,0.98,1000,-1.0720013474672663,0.004384492643165176,big,0.02,64,PRUNED
447,447,680.4122508,2021-05-03 23:18:20.000219,2021-05-03 23:48:28.416520,0 days 00:30:08.416301000,2048,10000,0.95,1000,-1.007819429584973,0.014481691796615135,medium,0.02,64,PRUNED
448,448,899.1435702000001,2021-05-03 23:45:25.503746,2021-05-04 00:21:25.721473,0 days 00:36:00.217727000,2048,1000000,0.95,0,-0.6977513100127711,0.001323115981709151,medium,0.02,64,PRUNED
449,449,1457.7273902000002,2021-05-03 23:48:28.424421,2021-05-04 02:06:44.652568,0 days 02:18:16.228147000,2048,1000000,0.98,0,-0.7565734113557446,0.00449145041366407,big,0.02,64,COMPLETE
450,450,1382.8664506,2021-05-04 00:21:25.723799,2021-05-04 01:40:02.714772,0 days 01:18:36.990973000,512,10000,0.98,0,-0.7462309691072281,0.004497819661326813,big,0.02,64,COMPLETE
451,451,424.0992751999999,2021-05-04 00:28:34.533412,2021-05-04 00:34:14.948750,0 days 00:05:40.415338000,256,10000,0.98,20000,-0.7838887453436133,0.007864935357116402,big,0.02,64,PRUNED
452,452,921.5327181999999,2021-05-04 00:34:14.951624,2021-05-04 01:08:21.610680,0 days 00:34:06.659056000,512,10000,0.98,0,-0.6520870301408722,0.0035901037773451907,big,0.02,256,PRUNED
453,453,1537.6206450000002,2021-05-04 01:08:21.613069,2021-05-04 03:30:04.113324,0 days 02:21:42.500255000,2048,10000,0.98,0,-1.1769898780614882,0.011552668286704372,big,0.02,8,COMPLETE
454,454,-391.3340702,2021-05-04 01:40:02.718766,2021-05-04 02:23:36.951375,0 days 00:43:34.232609000,2048,10000,0.98,0,-0.6270386901674593,0.011682149931643236,big,0.05,64,PRUNED
455,455,-388.805155,2021-05-04 02:06:44.654969,2021-05-04 02:28:18.052615,0 days 00:21:33.397646000,256,10000,0.995,0,-0.606153318259199,0.012025794104067464,big,0.05,64,PRUNED
456,456,855.2044356,2021-05-04 02:23:36.953294,2021-05-04 02:33:16.739744,0 days 00:09:39.786450000,256,10000,0.995,0,-1.2343281609408372,0.00655948043963504,small,0.02,8,PRUNED
457,457,812.2652886,2021-05-04 02:28:18.054185,2021-05-04 02:44:02.203224,0 days 00:15:44.149039000,16,10000,0.98,0,-1.2711269065098285,0.006286621540256021,big,0.02,16,PRUNED
458,458,782.2826987999999,2021-05-04 02:33:16.746675,2021-05-04 03:16:08.842569,0 days 00:42:52.095894000,2048,10000,0.98,0,-1.171707834042412,0.002426624308406217,big,0.02,8,PRUNED
459,459,672.5956318,2021-05-04 02:44:02.205468,2021-05-04 03:26:48.153631,0 days 00:42:45.948163000,2048,10000,0.98,0,-0.899357746594903,0.003297120365246695,big,0.02,128,PRUNED
460,460,994.8145512000001,2021-05-04 03:16:08.847302,2021-05-04 03:58:46.807545,0 days 00:42:37.960243000,256,10000,0.98,0,-0.884415127395585,0.008656797615455136,big,0.05,128,PRUNED
461,461,887.6424772,2021-05-04 03:26:48.155749,2021-05-04 03:55:08.931949,0 days 00:28:20.776200000,1024,10000,0.98,0,-0.8273617818320138,0.0015777119011794434,big,0.05,16,PRUNED
462,462,1479.9016626,2021-05-04 03:30:04.118199,2021-05-04 05:50:36.828771,0 days 02:20:32.710572000,2048,10000,0.98,0,-1.3846548155173701,0.01691359964088233,big,0.02,8,COMPLETE
463,463,759.2830134,2021-05-04 03:55:08.934227,2021-05-04 04:39:11.326374,0 days 00:44:02.392147000,2048,10000,0.9999,0,-1.2075903117111018,0.013588176273060143,big,0.02,8,PRUNED
464,464,-389.29495699999995,2021-05-04 03:58:46.810276,2021-05-04 04:43:29.799893,0 days 00:44:42.989617000,2048,10000,0.98,0,-1.1544976099326516,0.012567346930964871,big,0.02,8,PRUNED
465,465,-392.71459719999996,2021-05-04 04:39:11.329101,2021-05-04 05:21:12.135784,0 days 00:42:00.806683000,2048,10000,0.98,0,-1.0663830824835157,0.016965417013616674,big,0.02,64,PRUNED
466,466,1466.906494,2021-05-04 04:43:29.803162,2021-05-04 06:29:15.634189,0 days 01:45:45.831027000,2048,10000,0.98,0,-1.4080150995197311,0.01517489338331322,medium,0.02,8,COMPLETE
467,467,921.1419867999999,2021-05-04 05:21:12.147165,2021-05-04 05:40:16.303812,0 days 00:19:04.156647000,2048,10000,0.98,10000,-1.3705011959500377,0.009986498969565808,medium,0.02,256,PRUNED
468,468,276.0484312,2021-05-04 05:40:16.310070,2021-05-04 06:22:42.294431,0 days 00:42:25.984361000,2048,10000,0.98,0,-1.0226188551958144,0.00934158316254744,big,0.02,8,PRUNED
469,469,1383.2092776,2021-05-04 05:50:36.833365,2021-05-04 08:15:13.914969,0 days 02:24:37.081604000,2048,10000,0.98,0,-1.0117522114697632,0.007989818688069824,big,0.02,8,COMPLETE
470,470,32.701586,2021-05-04 06:22:42.296008,2021-05-04 07:06:18.282696,0 days 00:43:35.986688000,2048,10000,0.98,0,-0.9576243638991012,0.007747414426751699,big,0.02,8,PRUNED
471,471,854.7039032,2021-05-04 06:29:15.637693,2021-05-04 07:13:27.577667,0 days 00:44:11.939974000,2048,10000,0.98,0,-1.130768999595961,0.0008180789139578756,big,0.005,8,PRUNED
472,472,987.0404688000001,2021-05-04 07:06:18.283967,2021-05-04 08:11:47.363045,0 days 01:05:29.079078000,2048,10000,0.98,0,-1.131770656076365,0.002115096340075746,big,0.005,16,PRUNED
473,473,819.5775788000001,2021-05-04 07:13:27.579868,2021-05-04 07:57:39.368835,0 days 00:44:11.788967000,2048,10000,0.98,0,-1.2475036484456183,0.002184147771404027,big,0.02,16,PRUNED
474,474,,2021-05-04 07:57:39.370274,,,2048,10000,0.98,0,-0.974592396838492,0.0032737335684794736,big,0.02,16,RUNNING
475,475,432.17883680000006,2021-05-04 08:11:47.366202,2021-05-04 09:24:08.350975,0 days 01:12:20.984773000,2048,10000,0.98,0,-0.973760679104092,0.0034019923531629407,big,0.02,8,PRUNED
476,476,,2021-05-04 08:15:13.919631,,,2048,10000,0.98,1000,-0.7071802161594567,0.0033627499142729863,big,0.02,16,RUNNING
477,477,,2021-05-04 09:24:08.357177,,,2048,10000,0.95,1000,-0.696040637918321,3.8319860805010344e-05,big,0.02,16,RUNNING
