,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_ent_coef,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
249,249,1012.9325534000002,2021-03-19 09:11:42.185459,2021-03-19 09:34:55.214943,0 days 00:23:13.029484000,256,10000,auto,0.98,1000,-2.117590365666441,0.002210004816513207,medium,0.01,16,COMPLETE
250,250,-1.3642234,2021-03-19 09:17:44.371138,2021-03-19 09:24:34.194978,0 days 00:06:49.823840000,256,10000,auto,0.98,1000,-1.9554001883980212,0.005089761130888649,medium,0.01,16,PRUNED
251,251,3.7631588000000002,2021-03-19 09:24:34.198376,2021-03-19 09:29:13.938105,0 days 00:04:39.739729000,256,10000,auto,0.995,10000,-2.176351417225566,0.002221096830098514,medium,0.01,256,PRUNED
252,252,-0.04086959999999999,2021-03-19 09:29:13.939632,2021-03-19 09:37:09.954755,0 days 00:07:56.015123000,256,10000,auto,0.9999,0,-2.08046709084189,0.007619167384703966,medium,0.02,16,PRUNED
253,253,-400.9832458,2021-03-19 09:34:55.216974,2021-03-19 09:43:35.439162,0 days 00:08:40.222188000,2048,10000,auto,0.9999,0,0.31166294062934435,0.001535148508269005,medium,0.001,256,PRUNED
254,254,10.2560238,2021-03-19 09:37:09.955676,2021-03-19 09:47:22.629258,0 days 00:10:12.673582000,2048,1000000,auto,0.9999,0,-3.0570529292871815,0.0015253280587582644,medium,0.001,256,PRUNED
255,255,910.2549314,2021-03-19 09:43:35.442656,2021-03-19 10:06:29.596854,0 days 00:22:54.154198000,512,1000000,auto,0.9999,1000,-2.8463805383657363,0.001701556886565145,medium,0.02,16,COMPLETE
256,256,0.16290960000000002,2021-03-19 09:47:22.631606,2021-03-19 09:55:30.954689,0 days 00:08:08.323083000,512,10000,auto,0.9999,1000,-2.514951407707865,0.001894296538691397,medium,0.02,16,PRUNED
257,257,46.0891572,2021-03-19 09:55:30.958022,2021-03-19 09:59:54.676654,0 days 00:04:23.718632000,256,10000,auto,0.98,10000,-2.815610507965121,0.0025579712969974687,medium,0.02,16,PRUNED
258,258,-2.0621470000000004,2021-03-19 09:59:54.677935,2021-03-19 10:06:47.129347,0 days 00:06:52.451412000,256,10000,auto,0.9999,0,-1.2271089701756426,0.009975321099367692,medium,0.02,64,PRUNED
259,259,873.7938606,2021-03-19 10:06:29.599323,2021-03-19 10:31:08.087176,0 days 00:24:38.487853000,256,1000000,auto,0.9999,1000,-1.145426689206165,0.0019168422810262333,medium,0.02,16,COMPLETE
260,260,-0.7090284,2021-03-19 10:06:47.130355,2021-03-19 10:14:25.399251,0 days 00:07:38.268896000,1024,1000000,auto,0.9999,1000,-3.0366252335448944,0.001165903449434922,medium,0.01,16,PRUNED
261,261,-0.44683339999999994,2021-03-19 10:14:25.400446,2021-03-19 10:21:34.199743,0 days 00:07:08.799297000,256,1000000,auto,0.98,1000,-2.8312461563769205,0.001964610548806655,medium,0.02,16,PRUNED
262,262,3.2477422,2021-03-19 10:21:34.201293,2021-03-19 10:28:51.572300,0 days 00:07:17.371007000,512,1000000,auto,0.9999,1000,-2.965481322576091,0.00230491138813183,medium,0.02,16,PRUNED
263,263,202.11073500000003,2021-03-19 10:28:51.575645,2021-03-19 10:35:44.653632,0 days 00:06:53.077987000,256,1000000,auto,0.995,1000,-1.450820672044585,0.0013241801247469186,medium,0.01,16,PRUNED
264,264,2.2551862,2021-03-19 10:31:08.089303,2021-03-19 10:39:39.995161,0 days 00:08:31.905858000,256,1000000,auto,0.995,1000,-1.870526607455491,0.0009398518278659482,medium,0.01,16,PRUNED
265,265,26.417820999999996,2021-03-19 10:35:44.654702,2021-03-19 10:43:20.740429,0 days 00:07:36.085727000,256,1000000,auto,0.9999,1000,-2.12291312631472,0.00671876132153562,medium,0.02,8,PRUNED
266,266,869.7135832,2021-03-19 10:39:39.996809,2021-03-19 11:02:46.366063,0 days 00:23:06.369254000,512,10000,auto,0.9999,10000,-2.1373793621561155,0.006381536934136229,medium,0.02,8,COMPLETE
267,267,-399.8999656,2021-03-19 10:43:20.741740,2021-03-19 10:49:26.829927,0 days 00:06:06.088187000,512,10000,auto,0.999,10000,0.6102374613169169,0.011259601045643327,big,0.02,16,PRUNED
268,268,16.94266,2021-03-19 10:49:26.833190,2021-03-19 10:57:28.686973,0 days 00:08:01.853783000,1024,100000,auto,0.98,1000,-2.9107232300955594,0.003345018278220958,medium,0.02,32,PRUNED
269,269,1.7431766000000004,2021-03-19 10:57:28.688579,2021-03-19 11:04:30.889961,0 days 00:07:02.201382000,256,10000,auto,0.9999,0,-1.7744112095621074,0.0056491225165654895,medium,0.02,16,PRUNED
270,270,835.5101377999999,2021-03-19 11:02:46.368246,2021-03-19 11:27:01.927158,0 days 00:24:15.558912000,256,10000,auto,0.9999,0,-0.5044877529204901,0.007992995734172606,medium,0.005,16,COMPLETE
271,271,0.1772356,2021-03-19 11:04:30.891421,2021-03-19 11:11:36.456305,0 days 00:07:05.564884000,256,10000,auto,0.98,1000,-0.5155631430657174,0.008574733536060874,medium,0.01,16,PRUNED
272,272,-0.8097096,2021-03-19 11:11:36.457657,2021-03-19 11:21:06.861258,0 days 00:09:30.403601000,2048,10000,auto,0.9999,0,-3.1646607286954636,0.0027706000702824884,medium,0.005,16,PRUNED
273,273,-0.2725638,2021-03-19 11:21:06.862890,2021-03-19 11:23:06.900845,0 days 00:02:00.037955000,256,10000,auto,0.99,20000,-2.3378878163950034,0.0010144501658213001,medium,0.02,16,PRUNED
274,274,695.956571,2021-03-19 11:23:06.902158,2021-03-19 11:51:51.077275,0 days 00:28:44.175117000,1024,10000,auto,0.9999,0,-1.5813031319996829,0.0015607304182579974,medium,0.01,64,COMPLETE
275,275,-0.2604174,2021-03-19 11:27:01.929266,2021-03-19 11:36:05.492104,0 days 00:09:03.562838000,1024,10000,auto,0.9999,1000,-0.7005907917315057,0.004466336809281742,medium,0.02,64,PRUNED
276,276,-399.9008244,2021-03-19 11:36:05.493431,2021-03-19 11:46:40.182617,0 days 00:10:34.689186000,512,10000,auto,0.98,0,-1.5523692774693556,0.4254202786521372,big,0.01,16,PRUNED
277,277,658.1194618,2021-03-19 11:46:40.183963,2021-03-19 12:10:17.607032,0 days 00:23:37.423069000,256,10000,auto,0.9999,1000,-1.6359127506216549,0.0017520825588761533,medium,0.02,16,COMPLETE
278,278,0.0942528,2021-03-19 11:51:51.079335,2021-03-19 11:58:41.546140,0 days 00:06:50.466805000,256,10000,auto,0.9999,1000,-2.669739327849385,0.0032433355231322367,medium,0.02,16,PRUNED
279,279,-1.1444236,2021-03-19 11:58:41.549566,2021-03-19 12:08:25.466200,0 days 00:09:43.916634000,256,10000,auto,0.98,0,-2.0596910145691365,0.011561121587737184,medium,0.02,16,PRUNED
280,280,-1.6584578,2021-03-19 12:08:25.467579,2021-03-19 12:13:03.598028,0 days 00:04:38.130449000,256,10000,auto,0.9999,10000,0.7928949710369887,0.004461883425839848,medium,0.02,128,PRUNED
281,281,-0.44498180000000004,2021-03-19 12:10:17.611632,2021-03-19 12:15:06.268270,0 days 00:04:48.656638000,512,1000000,auto,0.995,10000,-1.9614230783883506,0.004451496807707304,medium,0.02,128,PRUNED
282,282,1.2342844,2021-03-19 12:13:03.599246,2021-03-19 12:21:10.156286,0 days 00:08:06.557040000,512,1000000,auto,0.995,0,-1.9584048680561703,0.002371007652683693,medium,0.001,32,PRUNED
283,283,72.31891879999999,2021-03-19 12:15:06.269771,2021-03-19 12:24:25.835399,0 days 00:09:19.565628000,2048,10000,auto,0.9999,0,-0.8495631333819482,0.005929132565529334,medium,0.001,32,PRUNED
284,284,-0.0335478,2021-03-19 12:21:10.157887,2021-03-19 12:30:11.779160,0 days 00:09:01.621273000,2048,10000,auto,0.9999,1000,-0.8657389571509595,0.006083971833452625,medium,0.01,256,PRUNED
285,285,0.19411099999999998,2021-03-19 12:24:25.836806,2021-03-19 12:33:05.430803,0 days 00:08:39.593997000,256,10000,auto,0.98,1000,-1.782988241839155,0.007548597110816933,big,0.01,256,PRUNED
286,286,11.052595,2021-03-19 12:30:11.780573,2021-03-19 12:39:10.719547,0 days 00:08:58.938974000,256,10000,auto,0.98,0,-2.215241647135636,0.007947564036691399,big,0.02,512,PRUNED
287,287,-342.4624218,2021-03-19 12:33:05.432179,2021-03-19 12:57:16.317659,0 days 00:24:10.885480000,256,10000,auto,0.9999,0,-2.7493287624100953,0.003453423305514999,medium,0.02,512,COMPLETE
288,288,2.2466884,2021-03-19 12:39:10.720768,2021-03-19 12:47:31.037581,0 days 00:08:20.316813000,256,10000,auto,0.9999,0,-1.332729542913386,0.0005659640507087613,medium,0.02,16,PRUNED
289,289,866.8333065999999,2021-03-19 12:47:31.039238,2021-03-19 13:14:55.275422,0 days 00:27:24.236184000,1024,10000,auto,0.99,1000,-2.8343181073637997,0.003595659030920516,medium,0.02,16,COMPLETE
290,290,-0.1810578,2021-03-19 12:57:16.319903,2021-03-19 13:05:30.935461,0 days 00:08:14.615558000,1024,10000,auto,0.99,1000,-2.2730392503615593,0.005265421140691144,medium,0.02,16,PRUNED
291,291,835.6585492,2021-03-19 13:05:30.939007,2021-03-19 13:31:34.189128,0 days 00:26:03.250121000,512,10000,auto,0.9999,0,-2.8878477408604506,0.010001234019980317,medium,0.01,16,COMPLETE
292,292,-0.6142852,2021-03-19 13:14:55.277635,2021-03-19 13:22:50.247995,0 days 00:07:54.970360000,512,10000,auto,0.9999,0,-1.7099428813244022,0.010462456316131371,medium,0.01,16,PRUNED
293,293,862.7386328,2021-03-19 13:22:50.251743,2021-03-19 13:46:47.365118,0 days 00:23:57.113375000,256,10000,auto,0.9999,0,-2.975122637113186,0.0028305904894297693,medium,0.02,256,COMPLETE
294,294,397.28412320000007,2021-03-19 13:31:34.191173,2021-03-19 13:38:21.852628,0 days 00:06:47.661455000,256,10000,auto,0.98,10000,-1.8635530021333877,0.002873031710708113,medium,0.02,256,PRUNED
295,295,918.7410124,2021-03-19 13:38:21.854255,2021-03-19 14:02:52.142249,0 days 00:24:30.287994000,256,10000,auto,0.9999,1000,-1.05273727274021,0.0022156673710512203,medium,0.02,8,COMPLETE
296,296,46.1744352,2021-03-19 13:46:47.367230,2021-03-19 13:54:18.219394,0 days 00:07:30.852164000,256,1000000,auto,0.999,1000,-1.0107470300852424,0.005113540571713761,medium,0.02,8,PRUNED
297,297,834.4744504,2021-03-19 13:54:18.220612,2021-03-19 14:18:29.064060,0 days 00:24:10.843448000,256,10000,auto,0.9999,1000,-2.047177344713837,0.0013353338976611379,medium,0.01,16,COMPLETE
298,298,952.162531,2021-03-19 14:02:52.144203,2021-03-19 14:26:35.891610,0 days 00:23:43.747407000,256,10000,auto,0.98,0,-0.945161608386392,0.0022458049747161213,medium,0.01,8,COMPLETE
299,299,936.3077063999999,2021-03-19 14:18:29.066247,2021-03-19 14:41:49.944207,0 days 00:23:20.877960000,256,10000,auto,0.98,0,-1.0824797799480228,0.002280664436411874,medium,0.02,8,COMPLETE
300,300,0.7351524,2021-03-19 14:26:35.893620,2021-03-19 14:33:33.213400,0 days 00:06:57.319780000,256,10000,auto,0.98,0,-0.9354708346336977,0.002205771542832976,medium,0.01,8,PRUNED
301,301,4.9888102000000005,2021-03-19 14:33:33.214602,2021-03-19 14:38:12.650191,0 days 00:04:39.435589000,256,10000,auto,0.98,10000,-1.133780130544792,0.002382101715114947,medium,0.01,8,PRUNED
302,302,-0.157835,2021-03-19 14:38:12.651222,2021-03-19 14:45:07.029702,0 days 00:06:54.378480000,256,10000,auto,0.98,0,-1.0566985465926215,0.021652664915487868,medium,0.01,8,PRUNED
303,303,3.1246388000000005,2021-03-19 14:41:49.946656,2021-03-19 14:48:46.897636,0 days 00:06:56.950980000,256,10000,auto,0.98,0,-0.9486159225929437,0.003472645904592935,medium,0.01,8,PRUNED
304,304,109.2614798,2021-03-19 14:45:07.031024,2021-03-19 14:52:05.748674,0 days 00:06:58.717650000,256,10000,auto,0.98,0,-0.9569105478223715,0.003212558738378204,medium,0.01,8,PRUNED
305,305,-1.0964665999999998,2021-03-19 14:48:46.899376,2021-03-19 14:55:46.349457,0 days 00:06:59.450081000,256,10000,auto,0.98,0,-1.2697904728394933,0.002841451254361651,medium,0.01,8,PRUNED
306,306,-0.0086634,2021-03-19 14:52:05.749987,2021-03-19 14:59:06.628203,0 days 00:07:00.878216000,256,10000,auto,0.98,0,-0.7412364918203507,0.013596126870226826,medium,0.01,8,PRUNED
307,307,98.692774,2021-03-19 14:55:46.350272,2021-03-19 15:02:42.951695,0 days 00:06:56.601423000,256,10000,auto,0.98,0,-1.1147701206584204,0.013858814796220214,medium,0.01,16,PRUNED
308,308,13.7729416,2021-03-19 14:59:06.630607,2021-03-19 15:06:02.316744,0 days 00:06:55.686137000,256,10000,auto,0.98,0,-1.132504504085274,0.0018801722744398919,medium,0.01,8,PRUNED
309,309,0.0346684,2021-03-19 15:02:42.952756,2021-03-19 15:09:47.577915,0 days 00:07:04.625159000,256,100000,auto,0.98,0,-2.1780997025017115,0.004310071768746729,medium,0.01,8,PRUNED
310,310,18.9480056,2021-03-19 15:06:02.317983,2021-03-19 15:08:10.386661,0 days 00:02:08.068678000,256,100000,auto,0.98,20000,-0.814766522552505,0.004217900724594378,medium,0.02,8,PRUNED
311,311,86.2771668,2021-03-19 15:08:10.388744,2021-03-19 15:15:02.751226,0 days 00:06:52.362482000,256,10000,auto,0.98,0,-2.151342031055854,0.006668563667443271,medium,0.001,64,PRUNED
312,312,0.1267014,2021-03-19 15:09:47.578824,2021-03-19 15:16:33.611685,0 days 00:06:46.032861000,256,10000,auto,0.995,0,-2.3866541184365566,0.0013676374751165482,medium,0.001,64,PRUNED
313,313,-399.85706,2021-03-19 15:15:02.752482,2021-03-19 15:20:46.023759,0 days 00:05:43.271277000,2048,10000,auto,0.995,10000,-1.4261514335544234,0.009002524151902561,medium,0.02,16,PRUNED
314,314,24.455895599999998,2021-03-19 15:16:33.613395,2021-03-19 15:25:22.130739,0 days 00:08:48.517344000,2048,10000,auto,0.98,0,-1.4471525872748474,0.008636125982318514,medium,0.02,16,PRUNED
315,315,-0.023500399999999998,2021-03-19 15:20:46.024643,2021-03-19 15:28:46.329101,0 days 00:08:00.304458000,1024,10000,auto,0.98,0,-3.2434487412640944,0.0026617267363287867,medium,0.02,16,PRUNED
316,316,15.941383400000001,2021-03-19 15:25:22.134403,2021-03-19 15:33:38.000373,0 days 00:08:15.865970000,1024,10000,auto,0.98,0,-1.8894045443229226,0.0026229232536271753,medium,0.02,16,PRUNED
317,317,0.033701400000000006,2021-03-19 15:28:46.330303,2021-03-19 15:35:41.292250,0 days 00:06:54.961947000,256,10000,auto,0.98,0,-1.9117058836095602,0.005216974443915217,medium,0.02,16,PRUNED
318,318,762.6017429999999,2021-03-19 15:33:38.001605,2021-03-19 15:48:26.693141,0 days 00:14:48.691536000,256,10000,auto,0.98,10000,-1.7088730158215348,0.001856054958878045,medium,0.01,32,PRUNED
319,319,16.9993132,2021-03-19 15:35:41.293400,2021-03-19 15:40:02.950089,0 days 00:04:21.656689000,256,10000,auto,0.99,10000,-1.2308689701215407,0.0019438877285612305,medium,0.01,32,PRUNED
320,320,1058.7916948,2021-03-19 15:40:02.951434,2021-03-19 16:02:54.904144,0 days 00:22:51.952710000,256,10000,auto,0.98,0,-1.684067515009045,0.0037568285396303264,medium,0.02,16,COMPLETE
321,321,-399.8737056,2021-03-19 15:48:26.694459,2021-03-19 15:54:59.880140,0 days 00:06:33.185681000,256,10000,auto,0.9999,0,-3.837492852486118,0.003871292833339322,medium,0.02,16,PRUNED
322,322,233.86206359999997,2021-03-19 15:54:59.881733,2021-03-19 16:01:55.611586,0 days 00:06:55.729853000,256,10000,auto,0.995,0,-2.0466690758098833,0.007258864558364893,medium,0.02,16,PRUNED
323,323,45.1921616,2021-03-19 16:01:55.613673,2021-03-19 16:09:05.774084,0 days 00:07:10.160411000,256,10000,auto,0.9999,0,-2.270148098249892,0.005595133424869713,medium,0.02,16,PRUNED
324,324,-280.26086019999997,2021-03-19 16:02:54.906358,2021-03-19 16:09:44.207520,0 days 00:06:49.301162000,256,10000,auto,0.98,1000,-1.595476986645764,0.003656144734644639,medium,0.01,16,PRUNED
325,325,-1.2294991999999998,2021-03-19 16:09:05.775366,2021-03-19 16:15:37.062010,0 days 00:06:31.286644000,256,10000,auto,0.98,1000,-1.6150414424939068,0.0010552858260039612,medium,0.01,16,PRUNED
326,326,121.2523238,2021-03-19 16:09:44.208381,2021-03-19 16:16:32.294680,0 days 00:06:48.086299000,256,10000,auto,0.98,0,-1.7461802944677713,0.0009951425402499464,medium,0.02,16,PRUNED
327,327,0.031727799999999994,2021-03-19 16:15:37.063134,2021-03-19 16:22:28.037157,0 days 00:06:50.974023000,256,10000,auto,0.98,0,-1.8134508047703264,0.0024043334150535894,medium,0.02,16,PRUNED
328,328,81.58525979999999,2021-03-19 16:16:32.295962,2021-03-19 16:23:25.479840,0 days 00:06:53.183878000,256,10000,auto,0.98,0,-1.7705375295813655,0.0015839886324608577,medium,0.02,16,PRUNED
329,329,137.4665032,2021-03-19 16:22:28.038881,2021-03-19 16:29:13.044314,0 days 00:06:45.005433000,256,10000,auto,0.98,1000,-0.8938217071308345,0.006816136512412249,medium,0.02,16,PRUNED
330,330,-0.11130979999999999,2021-03-19 16:23:25.480791,2021-03-19 16:31:20.316989,0 days 00:07:54.836198000,256,10000,auto,0.98,1000,-1.5048990492899628,0.0069138081315233,medium,0.01,16,PRUNED
331,331,-0.16651660000000001,2021-03-19 16:29:13.045391,2021-03-19 16:33:55.727937,0 days 00:04:42.682546000,256,10000,auto,0.98,10000,-2.0004112201946893,0.0031058661756612,medium,0.01,8,PRUNED
332,332,-0.13416080000000002,2021-03-19 16:31:20.317986,2021-03-19 16:36:07.052145,0 days 00:04:46.734159000,1024,10000,auto,0.999,10000,-1.996945073001205,1.7115389517110323e-05,medium,0.005,8,PRUNED
333,333,-0.28704460000000004,2021-03-19 16:33:55.729334,2021-03-19 16:43:26.125552,0 days 00:09:30.396218000,1024,10000,auto,0.999,0,-1.66231094241288,0.017308273487114972,medium,0.02,16,PRUNED
334,334,0.4448856,2021-03-19 16:36:07.053640,2021-03-19 16:42:35.967165,0 days 00:06:28.913525000,256,10000,auto,0.995,0,-1.6709497199740813,0.011246098617934663,medium,0.02,16,PRUNED
335,335,-0.41467639999999995,2021-03-19 16:42:35.970659,2021-03-19 16:49:08.237945,0 days 00:06:32.267286000,256,10000,auto,0.98,0,0.034428362665379186,0.01826230992147043,medium,0.02,16,PRUNED
336,336,23.1727632,2021-03-19 16:43:26.126303,2021-03-19 16:45:23.436363,0 days 00:01:57.310060000,256,10000,auto,0.98,20000,-2.389453626093443,0.004960725951798558,medium,0.02,16,PRUNED
337,337,-0.9937376,2021-03-19 16:45:23.438077,2021-03-19 16:54:27.951276,0 days 00:09:04.513199000,2048,10000,auto,0.99,1000,0.4658483684968636,0.0038535116359591543,medium,0.01,16,PRUNED
338,338,0.19381639999999997,2021-03-19 16:49:08.239336,2021-03-19 16:58:25.920965,0 days 00:09:17.681629000,2048,10000,auto,0.99,1000,-1.3199028007864881,0.003933121000493109,medium,0.01,16,PRUNED
339,339,89.415629,2021-03-19 16:54:27.952723,2021-03-19 17:01:59.988173,0 days 00:07:32.035450000,256,10000,auto,0.9999,0,-1.328167572938653,0.005440644391306432,medium,0.02,16,PRUNED
340,340,-3.300000000000039e-05,2021-03-19 16:58:25.922347,2021-03-19 17:06:46.355183,0 days 00:08:20.432836000,256,10000,auto,0.9999,0,-2.177399563432045,0.002173654406961748,medium,0.02,64,PRUNED
341,341,43.28427739999999,2021-03-19 17:01:59.989831,2021-03-19 17:09:23.591699,0 days 00:07:23.601868000,256,10000,auto,0.9999,0,-2.1224350256686293,0.0022068602543009754,medium,0.001,64,PRUNED
342,342,-0.3084638,2021-03-19 17:06:46.356325,2021-03-19 17:13:55.889062,0 days 00:07:09.532737000,256,10000,auto,0.98,1000,-0.7698670331679216,0.00911247210216662,medium,0.001,8,PRUNED
343,343,1011.8014128000001,2021-03-19 17:09:23.592926,2021-03-19 17:33:01.770364,0 days 00:23:38.177438000,256,10000,auto,0.98,1000,-0.7818977193148651,0.00928211170332364,medium,0.02,8,COMPLETE
344,344,784.330701,2021-03-19 17:13:55.890480,2021-03-19 17:40:04.159348,0 days 00:26:08.268868000,256,10000,auto,0.9999,0,-0.6412352055208573,0.0013274625322321726,medium,0.02,16,COMPLETE
345,345,933.0883546000001,2021-03-19 17:33:01.772363,2021-03-19 17:55:39.560931,0 days 00:22:37.788568000,256,10000,auto,0.98,1000,-0.662847792498084,0.012260394260619015,medium,0.02,8,COMPLETE
346,346,-0.029089999999999998,2021-03-19 17:40:04.161643,2021-03-19 17:47:56.072786,0 days 00:07:51.911143000,1024,10000,auto,0.98,1000,-3.4145266780745063,0.012223263262532218,medium,0.01,8,PRUNED
347,347,-399.9018832,2021-03-19 17:47:56.075876,2021-03-19 17:54:49.849790,0 days 00:06:53.773914000,256,10000,auto,0.98,1000,-0.8693922069471473,0.008831567535542753,medium,0.02,8,PRUNED
348,348,-399.8954388,2021-03-19 17:54:49.851357,2021-03-19 18:02:12.416715,0 days 00:07:22.565358000,256,10000,auto,0.98,1000,-1.010210249768994,0.007699634265253986,medium,0.02,8,PRUNED
349,349,15.020582,2021-03-19 17:55:39.562959,2021-03-19 18:02:31.687815,0 days 00:06:52.124856000,256,10000,auto,0.98,1000,-0.7026779035928908,0.015316533554316794,medium,0.02,8,PRUNED
350,350,803.7084716,2021-03-19 18:02:12.418029,2021-03-19 18:28:23.874858,0 days 00:26:11.456829000,256,10000,auto,0.98,1000,-0.5978081849948462,0.014313227785784453,medium,0.01,8,COMPLETE
351,351,7.599857,2021-03-19 18:02:31.688722,2021-03-19 18:26:51.865163,0 days 00:24:20.176441000,256,10000,auto,0.98,1000,-0.5602099898569173,0.012087909620877534,medium,0.01,8,COMPLETE
352,352,5.9822006,2021-03-19 18:26:51.867384,2021-03-19 18:34:18.028418,0 days 00:07:26.161034000,256,10000,auto,0.98,1000,-0.31449726098750197,0.010275283556370637,medium,0.01,8,PRUNED
353,353,4.9352018,2021-03-19 18:28:23.876986,2021-03-19 18:36:37.478487,0 days 00:08:13.601501000,1024,10000,auto,0.98,1000,-0.3236663064384037,0.009616090118977502,medium,0.02,8,PRUNED
354,354,-0.937566,2021-03-19 18:34:18.029696,2021-03-19 18:43:06.777111,0 days 00:08:48.747415000,1024,10000,auto,0.98,1000,-0.47290348108452845,0.009371285410043987,medium,0.02,8,PRUNED
355,355,-0.2160028,2021-03-19 18:36:37.480022,2021-03-19 18:46:11.593100,0 days 00:09:34.113078000,2048,10000,auto,0.98,1000,-0.7628722439390614,0.006372717600087967,medium,0.02,8,PRUNED
356,356,-0.0899796,2021-03-19 18:43:06.778368,2021-03-19 18:53:00.612932,0 days 00:09:53.834564000,2048,10000,auto,0.98,1000,-0.7402131333899102,0.006162233877798031,medium,0.02,8,PRUNED
357,357,1094.1775148000002,2021-03-19 18:46:11.594465,2021-03-19 19:11:00.882512,0 days 00:24:49.288047000,256,10000,auto,0.98,1000,-0.7855791734205045,0.007492401468617787,medium,0.02,8,COMPLETE
358,358,-370.99386599999997,2021-03-19 18:53:00.616613,2021-03-19 18:59:57.102478,0 days 00:06:56.485865000,256,10000,auto,0.98,1000,-0.6674258725085639,0.007690007772345485,medium,0.01,512,PRUNED
359,359,-0.010734400000000005,2021-03-19 18:59:57.103883,2021-03-19 19:07:26.494646,0 days 00:07:29.390763000,256,10000,auto,0.995,1000,-0.9459004052967585,0.011832698971146584,medium,0.02,128,PRUNED
360,360,6.401783999999999,2021-03-19 19:07:26.495869,2021-03-19 19:14:37.823417,0 days 00:07:11.327548000,256,10000,auto,0.98,1000,-0.830783034182876,0.005464652439340533,medium,0.02,32,PRUNED
361,361,30.008231799999997,2021-03-19 19:11:00.884492,2021-03-19 19:18:34.979546,0 days 00:07:34.095054000,256,10000,auto,0.98,1000,-0.7955982298919878,0.005041091835202784,medium,0.01,32,PRUNED
362,362,0.9628316,2021-03-19 19:14:37.824421,2021-03-19 19:21:39.170408,0 days 00:07:01.345987000,256,10000,auto,0.98,1000,-0.9665617098483561,0.00473067498522468,medium,0.01,16,PRUNED
363,363,485.2972186,2021-03-19 19:18:34.980872,2021-03-19 19:27:53.260653,0 days 00:09:18.279781000,256,10000,auto,0.98,1000,-1.0103261257028897,0.007982118970488993,medium,0.005,16,PRUNED
364,364,884.8716718,2021-03-19 19:21:39.171615,2021-03-19 19:45:20.157599,0 days 00:23:40.985984000,256,10000,auto,0.995,0,-1.0659763323981215,0.007478097880011268,medium,0.005,8,COMPLETE
365,365,1276.8187619999997,2021-03-19 19:27:53.261951,2021-03-19 19:51:17.925432,0 days 00:23:24.663481000,256,10000,auto,0.995,0,-1.1874876869744126,0.005958072464869838,medium,0.02,8,COMPLETE
366,366,816.3336666000001,2021-03-19 19:45:20.160034,2021-03-19 20:05:15.257939,0 days 00:19:55.097905000,1024,100000,auto,0.98,0,-0.848751142869115,0.006259569883821695,medium,0.02,16,PRUNED
367,367,0.0638262,2021-03-19 19:51:17.927597,2021-03-19 19:57:57.737232,0 days 00:06:39.809635000,256,100000,auto,0.995,0,-1.2074293425720752,0.0063601678843742395,medium,0.02,8,PRUNED
368,368,916.9221318,2021-03-19 19:57:57.738559,2021-03-19 20:21:04.155429,0 days 00:23:06.416870000,256,10000,auto,0.995,1000,-1.1753122459847716,0.0064105008892457755,medium,0.02,8,COMPLETE
369,369,-0.32780719999999997,2021-03-19 20:05:15.259142,2021-03-19 20:11:57.859251,0 days 00:06:42.600109000,256,10000,auto,0.995,1000,-1.5299950710595855,0.008515316097306621,medium,0.02,8,PRUNED
370,370,0.7176802,2021-03-19 20:11:57.860346,2021-03-19 20:18:51.860439,0 days 00:06:54.000093000,256,10000,auto,0.995,0,-1.125673777078279,0.0032411841705347424,medium,0.01,8,PRUNED
371,371,355.57217099999997,2021-03-19 20:18:51.861506,2021-03-19 20:25:28.091120,0 days 00:06:36.229614000,256,10000,auto,0.995,1000,-1.1737975826938571,0.004563524699725308,medium,0.02,8,PRUNED
372,372,1006.5165638000001,2021-03-19 20:21:04.157551,2021-03-19 20:44:55.279329,0 days 00:23:51.121778000,256,10000,auto,0.995,0,-1.8426965839944536,0.004593642717915694,medium,0.01,8,COMPLETE
373,373,-264.80992159999994,2021-03-19 20:25:28.092298,2021-03-19 20:27:30.531961,0 days 00:02:02.439663000,256,10000,auto,0.995,20000,-0.8897009659915296,0.010275798072995342,medium,0.01,8,PRUNED
374,374,332.8117666,2021-03-19 20:27:30.533072,2021-03-19 20:34:26.137431,0 days 00:06:55.604359000,256,10000,auto,0.98,0,-1.8667092569315875,0.007456742977222607,medium,0.001,16,PRUNED
375,375,-0.1411188,2021-03-19 20:34:26.138568,2021-03-19 20:41:19.298196,0 days 00:06:53.159628000,256,10000,auto,0.995,0,-1.3878789635636388,0.0037504489912131094,medium,0.02,16,PRUNED
376,376,77.74893060000001,2021-03-19 20:41:19.299276,2021-03-19 20:48:29.539793,0 days 00:07:10.240517000,256,10000,auto,0.98,0,-1.7615959661413962,0.005219027760114158,medium,0.01,16,PRUNED
377,377,-0.5504312,2021-03-19 20:44:55.281179,2021-03-19 20:51:32.693939,0 days 00:06:37.412760000,256,10000,auto,0.995,1000,-1.763806638830288,0.00460770460321477,medium,0.01,8,PRUNED
378,378,920.9155215999999,2021-03-19 20:48:29.540926,2021-03-19 21:16:52.690837,0 days 00:28:23.149911000,256,10000,auto,0.995,1000,-1.8061779215294296,0.0031630033753112926,big,0.01,8,COMPLETE
