,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
600,600,-327.963206,2021-05-06 03:23:37.874291,2021-05-06 03:25:49.573588,0 days 00:02:11.699297000,512,1000000,0.06018524365060798,0.25547170148152865,0.95,10000,0.0027565289724428605,small,2,5000,1000,PRUNED
601,601,845.4908434000001,2021-05-06 03:25:49.575188,2021-05-06 03:36:48.823983,0 days 00:10:59.248795000,128,50000,0.027744009858472186,0.23220131857616103,0.95,20000,0.002363230630780265,small,2,1,1000,COMPLETE
602,602,8.301097399999993,2021-05-06 03:25:55.434915,2021-05-06 03:39:31.197177,0 days 00:13:35.762262000,512,10000,0.027744895729925098,0.20884583649004002,0.95,10000,0.002235112473264679,small,2,1,1000,COMPLETE
603,603,781.6408509999999,2021-05-06 03:32:38.739981,2021-05-06 03:46:15.634785,0 days 00:13:36.894804000,512,10000,0.027008157164958826,0.2325738181913112,0.95,10000,0.0023157901313406674,small,2,1,1000,COMPLETE
604,604,481.046969,2021-05-06 03:36:48.828533,2021-05-06 03:51:16.787483,0 days 00:14:27.958950000,512,10000,0.04833800769599913,0.27904761781935905,0.95,10000,0.0009847173723200775,small,2,1,1000,COMPLETE
605,605,594.7290358,2021-05-06 03:39:31.206445,2021-05-06 03:56:22.903155,0 days 00:16:51.696710000,512,1000000,0.04855054782303515,0.2647360701480494,0.9,10000,0.0073706093115679236,small,2,1,1000,COMPLETE
606,606,118.9845956,2021-05-06 03:46:15.643956,2021-05-06 03:58:21.163079,0 days 00:12:05.519123000,64,1000000,0.022215365086298303,0.27498418649325007,0.995,10000,0.0011540268594301872,small,2,1,1000,COMPLETE
607,607,-214.0942684,2021-05-06 03:51:16.795460,2021-05-06 04:03:58.415889,0 days 00:12:41.620429000,64,1000000,0.042732022179299584,0.2667516147634012,0.9,10000,0.006580826125896173,small,2,1,256,COMPLETE
608,608,-60.802463599999996,2021-05-06 03:56:22.905639,2021-05-06 03:59:18.481259,0 days 00:02:55.575620000,64,1000000,0.021332181297022225,0.24796690027171756,0.95,10000,0.0029454807703675374,small,2,1,256,PRUNED
609,609,613.2856250000001,2021-05-06 03:58:21.165212,2021-05-06 04:15:43.899362,0 days 00:17:22.734150000,512,1000000,0.037793962813092115,0.24954841571658756,0.95,0,0.0015394332095281234,small,2,1,1000,COMPLETE
610,610,-67.425513,2021-05-06 03:59:18.484712,2021-05-06 04:08:17.231336,0 days 00:08:58.746624000,512,1000000,0.03706924204887128,0.22071058093495924,0.95,0,0.003688740358929043,small,8,1,1000,COMPLETE
611,611,-88.103725,2021-05-06 04:03:58.427788,2021-05-06 04:07:06.927716,0 days 00:03:08.499928000,16,1000000,0.03610109966989464,0.22188595171449033,0.95,0,0.003778305785708567,small,2,1,1000,PRUNED
612,612,202.65840140000003,2021-05-06 04:07:06.929455,2021-05-06 04:16:49.725283,0 days 00:09:42.795828000,512,1000000,0.006411150190938868,0.2477054757489049,0.95,10000,0.0015175193960206544,tiny,2,1,1000,COMPLETE
613,613,-75.0482122,2021-05-06 04:08:17.240233,2021-05-06 04:10:11.797146,0 days 00:01:54.556913000,32,1000000,0.006558247929743761,0.2458830752003998,0.99,10000,0.0006130311570352118,tiny,2,1,1000,PRUNED
614,614,-367.84433279999996,2021-05-06 04:10:11.801263,2021-05-06 04:12:44.882308,0 days 00:02:33.081045000,512,100000,0.060878473356254376,0.23439546673384262,0.95,10000,0.001543664752271049,small,2,10000,1000,PRUNED
615,615,230.911544,2021-05-06 04:12:44.885522,2021-05-06 04:15:09.261410,0 days 00:02:24.375888000,512,1000000,0.05524263077870129,0.28518580434428303,0.95,10000,0.0028491718799687864,small,2,15000,1000,PRUNED
616,616,-85.5848418,2021-05-06 04:15:09.265390,2021-05-06 04:32:25.039451,0 days 00:17:15.774061000,512,100000,0.016340656726862045,0.25617595547977984,0.95,10000,0.0019167574997871492,small,2,1,1000,COMPLETE
617,617,189.3490268,2021-05-06 04:15:43.901848,2021-05-06 04:34:53.226525,0 days 00:19:09.324677000,512,100000,0.007659462713171113,0.2588158871060555,0.95,10000,0.002105042989426158,small,2,1,4,COMPLETE
618,618,342.00378620000004,2021-05-06 04:16:49.734941,2021-05-06 04:36:23.679581,0 days 00:19:33.944640000,512,100000,0.030591615896201473,0.258517893251114,0.95,10000,0.0019870790424912676,small,2,1,4,COMPLETE
619,619,168.0342224,2021-05-06 04:32:25.041987,2021-05-06 04:46:24.410234,0 days 00:13:59.368247000,512,100000,0.031220830224954303,0.26275014368677635,0.95,10000,0.0028210868916222834,small,2,1,1000,COMPLETE
620,620,151.33931799999996,2021-05-06 04:34:53.239214,2021-05-06 04:46:06.640279,0 days 00:11:13.401065000,256,100000,0.030321165476290306,0.21102450485351296,0.95,10000,0.003986811830994654,small,2,1,1000,COMPLETE
621,621,146.59241819999997,2021-05-06 04:36:23.683491,2021-05-06 04:47:33.518721,0 days 00:11:09.835230000,256,1000000,0.042482398718199144,0.23542849753717737,0.95,5000,0.0028978210465246783,small,2,1,1000,COMPLETE
622,622,371.0344426,2021-05-06 04:46:06.647916,2021-05-06 05:01:23.362293,0 days 00:15:16.714377000,512,1000000,0.06402552985492768,0.2744160552621158,0.95,5000,0.0029682808035031904,small,2,1,8,COMPLETE
623,623,858.9874586,2021-05-06 04:46:24.412114,2021-05-06 05:02:08.619542,0 days 00:15:44.207428000,512,1000000,0.04186833690964522,0.23298743259639376,0.95,5000,0.0011455929885472128,small,2,1,8,COMPLETE
624,624,-135.5435446,2021-05-06 04:47:33.524683,2021-05-06 04:50:57.332218,0 days 00:03:23.807535000,512,1000000,0.1265402168585309,0.19541672545997915,0.9999,10000,0.005395384623756669,small,2,1,16,PRUNED
625,625,-132.0440228,2021-05-06 04:50:57.334470,2021-05-06 04:54:22.332211,0 days 00:03:24.997741000,512,1000000,0.020739480723643018,0.2729549371869488,0.95,10000,0.0011318417396542482,small,2,1,8,PRUNED
626,626,364.50359419999995,2021-05-06 04:54:22.335206,2021-05-06 05:06:52.836627,0 days 00:12:30.501421000,512,100000,0.05219833876891269,0.22713992969934246,0.95,10000,0.003958296844307338,small,2,1,1000,COMPLETE
627,627,120.99554499999999,2021-05-06 05:01:23.370616,2021-05-06 05:14:08.752111,0 days 00:12:45.381495000,512,100000,0.014954931808945622,0.29016759522697877,0.95,10000,0.000919031070978402,small,2,1,1000,COMPLETE
628,628,119.4329636,2021-05-06 05:02:08.624356,2021-05-06 05:14:41.847254,0 days 00:12:33.222898000,512,100000,0.050318042337556504,0.24355537332701213,0.95,10000,0.0023353677806360693,small,2,1,1000,COMPLETE
629,629,1100.0036098,2021-05-06 05:06:52.842020,2021-05-06 05:19:38.001864,0 days 00:12:45.159844000,512,100000,0.0003595050581210701,0.2976333617971575,0.95,10000,0.0022579436066873077,small,2,1,1000,COMPLETE
630,630,-273.91092820000006,2021-05-06 05:14:08.754424,2021-05-06 05:16:03.019550,0 days 00:01:54.265126000,512,1000000,0.003655702047261636,0.24837331663243434,0.95,10000,0.002350466017878847,small,2,5000,1000,PRUNED
631,631,307.2136812,2021-05-06 05:14:41.850221,2021-05-06 05:27:49.276706,0 days 00:13:07.426485000,512,1000000,0.0003980642282914275,0.28225288981849833,0.95,10000,0.0017319594639282514,small,2,1,1000,COMPLETE
632,632,1276.0366576000001,2021-05-06 05:16:03.020837,2021-05-06 05:26:30.703395,0 days 00:10:27.682558000,128,1000000,0.0003833620270490166,0.21359034387741774,0.95,10000,0.0017064828935749615,small,2,1,1000,COMPLETE
633,633,753.4257911999999,2021-05-06 05:19:38.003935,2021-05-06 05:32:36.849479,0 days 00:12:58.845544000,512,1000000,0.03338627401416559,0.28170734059564384,0.95,10000,0.0017319269312291068,small,2,1,1000,COMPLETE
634,634,760.20901,2021-05-06 05:26:30.707709,2021-05-06 05:40:19.476757,0 days 00:13:48.769048000,512,1000000,0.03321257985591209,0.21491619204753112,0.95,10000,0.0014251236943070694,small,2,1,1000,COMPLETE
635,635,-131.3098048,2021-05-06 05:27:49.278585,2021-05-06 05:30:19.065119,0 days 00:02:29.786534000,128,1000000,0.034426017165535575,0.19694788217662812,0.995,10000,0.0013019693513285848,small,2,1,4,PRUNED
636,636,-314.2070382,2021-05-06 05:30:19.067713,2021-05-06 05:31:52.929451,0 days 00:01:33.861738000,128,1000000,0.009595447947393336,0.2058963639082995,0.95,10000,0.0013590656396215313,small,2,20000,1000,PRUNED
637,637,-13.558628800000008,2021-05-06 05:31:52.931051,2021-05-06 05:38:58.770649,0 days 00:07:05.839598000,128,1000000,0.047381680143660995,0.21824983901526473,0.95,10000,0.0016511798381643023,small,8,1,1000,COMPLETE
638,638,-221.46740719999997,2021-05-06 05:32:36.851419,2021-05-06 05:38:23.344320,0 days 00:05:46.492901000,128,1000000,0.025501251945135493,0.21173066876271146,0.95,10000,0.0015376420646896916,small,8,1,1000,PRUNED
639,639,506.6825046,2021-05-06 05:38:23.347896,2021-05-06 05:49:01.651736,0 days 00:10:38.303840000,128,1000000,3.360870132983067e-05,0.21373521785136892,0.95,10000,0.0008200717092849593,small,2,1,1000,COMPLETE
640,640,735.8229136000001,2021-05-06 05:38:58.774789,2021-05-06 05:49:44.284820,0 days 00:10:45.510031000,128,1000000,0.03923658996431214,0.20170435553834357,0.95,10000,0.0007488695918550046,small,2,1,1000,COMPLETE
641,641,-60.3680566,2021-05-06 05:40:19.483486,2021-05-06 05:51:53.423212,0 days 00:11:33.939726000,128,1000000,0.05528676255112534,0.22623061557965354,0.95,10000,0.0019593656598407777,small,2,1,4,COMPLETE
642,642,100.5213438,2021-05-06 05:49:01.653841,2021-05-06 06:00:47.623454,0 days 00:11:45.969613000,128,1000000,0.039227945438039716,0.20082245072914676,0.95,10000,0.0011033998526652187,small,2,1,4,COMPLETE
643,643,-160.6265806,2021-05-06 05:49:44.293028,2021-05-06 05:52:30.194837,0 days 00:02:45.901809000,128,1000000,0.01909882297824372,0.22491208755029357,0.95,10000,0.0010248870653787935,small,2,1,4,PRUNED
644,644,970.4974308000001,2021-05-06 05:51:53.424736,2021-05-06 06:02:33.638616,0 days 00:10:40.213880000,128,1000000,0.005940556684544574,0.2267811702463205,0.99,10000,0.0010092840954099513,small,2,1,1000,COMPLETE
645,645,-284.1240786,2021-05-06 05:52:30.196383,2021-05-06 05:55:01.601989,0 days 00:02:31.405606000,128,1000000,0.06071559066344328,0.235262491192315,0.99,10000,0.002915806161875854,small,2,1,1000,PRUNED
646,646,354.1477948,2021-05-06 05:55:01.604336,2021-05-06 06:05:27.129668,0 days 00:10:25.525332000,128,1000000,0.006662310010221193,0.22554061777074394,0.95,10000,0.004164037904314869,small,2,1,1000,COMPLETE
647,647,-335.9243252,2021-05-06 06:00:47.625974,2021-05-06 06:02:18.996446,0 days 00:01:31.370472000,128,1000000,0.006492619152185738,0.2220371905732313,0.95,10000,0.0037685196619824117,small,2,15000,1000,PRUNED
648,648,71.64710260000001,2021-05-06 06:02:19.005038,2021-05-06 06:05:08.130458,0 days 00:02:49.125420000,512,1000000,0.0449473107598009,0.23892681499298507,0.95,1000,0.006083460100170982,small,2,10000,1000,PRUNED
649,649,-317.5457744,2021-05-06 06:02:33.640336,2021-05-06 06:04:30.573737,0 days 00:01:56.933401000,512,1000000,0.04517892552395501,0.23897628402764265,0.95,10000,0.006159944148504594,small,2,10000,1000,PRUNED
650,650,-207.8598482,2021-05-06 06:04:30.575247,2021-05-06 06:06:59.556543,0 days 00:02:28.981296000,16,1000000,0.011939440892759239,0.2973769411594043,0.95,10000,0.004807732769520412,small,2,1,1000,PRUNED
651,651,-157.9327266,2021-05-06 06:05:08.132832,2021-05-06 06:07:33.161243,0 days 00:02:25.028411000,16,1000000,0.010647833422553928,0.29799243450456536,0.95,10000,0.0045610573400394466,small,2,1,1000,PRUNED
652,652,757.3454725999999,2021-05-06 06:05:27.132377,2021-05-06 06:16:25.710012,0 days 00:10:58.577635000,256,1000000,0.011864687810783264,0.29748316291619165,0.95,10000,0.0020067395777269258,small,2,1,1000,COMPLETE
653,653,640.1658300000001,2021-05-06 06:06:59.561037,2021-05-06 06:18:40.193433,0 days 00:11:40.632396000,256,1000000,0.026869773201723648,0.2654437160313276,0.95,0,0.0019680958334802427,small,2,1,1000,COMPLETE
654,654,1040.4072359999998,2021-05-06 06:07:33.174320,2021-05-06 06:19:09.615802,0 days 00:11:36.441482000,256,1000000,0.02492410956247482,0.2680602684261962,0.95,0,0.001843707929484044,small,2,1,1000,COMPLETE
655,655,-176.7136612,2021-05-06 06:16:25.715127,2021-05-06 06:29:53.035715,0 days 00:13:27.320588000,512,1000000,0.02852151034584878,0.26727631987710304,0.9999,0,0.0026312006376298406,small,2,1,1000,COMPLETE
656,656,172.351739,2021-05-06 06:18:40.202450,2021-05-06 06:22:02.929337,0 days 00:03:22.726887000,512,1000000,0.028392041590515053,0.21388662172884593,0.9999,10000,0.00271785030478416,small,2,1,16,PRUNED
657,657,9.600047199999992,2021-05-06 06:19:09.619777,2021-05-06 06:22:14.235164,0 days 00:03:04.615387000,512,1000000,0.15715389138784544,0.21521110528827941,0.95,10000,0.003138195644598446,small,2,1,16,PRUNED
658,658,630.3373521999999,2021-05-06 06:22:02.930673,2021-05-06 06:30:14.898250,0 days 00:08:11.967577000,32,1000000,0.198639427289929,0.25286120950124275,0.95,10000,0.0012529681576271213,small,2,1,1000,COMPLETE
659,659,470.21568260000004,2021-05-06 06:22:14.236107,2021-05-06 06:34:47.898558,0 days 00:12:33.662451000,512,1000000,0.0031578670397229285,0.24219214365498243,0.95,10000,0.0012915893002339103,small,2,1,1000,COMPLETE
660,660,-270.0382802,2021-05-06 06:29:53.038863,2021-05-06 06:31:55.274877,0 days 00:02:02.236014000,32,100000,0.03718632323344779,0.23924207853675292,0.95,10000,0.003524588345297741,small,2,1,1000,PRUNED
661,661,265.7071936,2021-05-06 06:30:14.900367,2021-05-06 06:42:31.054647,0 days 00:12:16.154280000,512,100000,1.14098487537179e-05,0.24111804212502516,0.95,10000,0.0014170377544690622,small,2,1,1000,COMPLETE
662,662,-213.81148939999997,2021-05-06 06:31:55.278231,2021-05-06 06:33:52.842111,0 days 00:01:57.563880000,512,100000,0.05447706226574366,0.2328919118114054,0.95,10000,0.0014088802309307178,small,2,5000,1000,PRUNED
663,663,-86.910212,2021-05-06 06:33:52.844908,2021-05-06 06:46:46.763150,0 days 00:12:53.918242000,512,1000000,0.06811145660851664,0.2857037454884437,0.95,10000,0.002221439470756773,small,2,1,1000,COMPLETE
664,664,337.9383772,2021-05-06 06:34:47.900147,2021-05-06 06:49:24.372913,0 days 00:14:36.472766000,512,100000,0.0630214826250242,0.2870560094358556,0.95,10000,0.002233264389802621,small,2,1,4,COMPLETE
665,665,94.44002879999998,2021-05-06 06:42:31.060624,2021-05-06 06:46:36.618624,0 days 00:04:05.558000000,512,1000000,0.06476272065867912,0.2857399660240365,0.95,5000,0.002290256725335505,small,2,1,4,PRUNED
666,666,1060.6561904000002,2021-05-06 06:46:36.620886,2021-05-06 06:59:19.460921,0 days 00:12:42.840035000,512,100000,0.05028756397881833,0.2563638709592513,0.9,10000,0.001779555129760849,small,2,1,1000,COMPLETE
667,667,284.50030260000005,2021-05-06 06:46:46.765766,2021-05-06 06:55:27.709186,0 days 00:08:40.943420000,512,100000,0.03235963769121919,0.25156151702836255,0.9,10000,0.003305579891554912,small,2,20000,1000,PRUNED
668,668,17.118723799999998,2021-05-06 06:49:24.379376,2021-05-06 06:52:28.466183,0 days 00:03:04.086807000,512,100000,0.016762686060877358,0.2576824182760619,0.995,10000,0.0035334397040809318,small,2,1,256,PRUNED
669,669,768.2822038,2021-05-06 06:52:28.468193,2021-05-06 07:05:09.211121,0 days 00:12:40.742928000,512,1000000,0.05103112418736657,0.19131458531497475,0.9,10000,0.0016706349319692126,small,2,1,1000,COMPLETE
670,670,233.6976858,2021-05-06 06:55:27.715760,2021-05-06 07:08:02.945069,0 days 00:12:35.229309000,512,1000000,0.051583010584019026,0.2742325219926858,0.95,10000,0.0016580075649924263,small,2,1,1000,COMPLETE
671,671,1315.2274736000002,2021-05-06 06:59:19.466243,2021-05-06 07:12:01.617530,0 days 00:12:42.151287000,512,1000000,0.11755258001471618,0.2739342072832779,0.95,10000,0.0016539456984977071,small,2,1,1000,COMPLETE
672,672,596.0685354,2021-05-06 07:05:09.213484,2021-05-06 07:17:43.652641,0 days 00:12:34.439157000,512,1000000,0.041384737721639295,0.2265343097833649,0.95,10000,0.0027967407410118975,small,2,1,1000,COMPLETE
673,673,858.8400550000002,2021-05-06 07:08:02.953614,2021-05-06 07:21:00.391778,0 days 00:12:57.438164000,512,1000000,0.04200487867379138,0.23092245713076573,0.95,10000,0.0026360042863998617,small,2,1,1000,COMPLETE
674,674,453.58459899999997,2021-05-06 07:12:01.626860,2021-05-06 07:24:47.758801,0 days 00:12:46.131941000,512,1000000,0.133055037093192,0.2766082678843917,0.95,10000,0.0026810342937709794,small,2,1,1000,COMPLETE
675,675,1087.5749034,2021-05-06 07:17:43.655025,2021-05-06 07:30:45.825165,0 days 00:13:02.170140000,512,1000000,0.03640414942583807,0.2694713872823267,0.95,10000,0.002395463777293308,small,2,1,1000,COMPLETE
676,676,95.0534286,2021-05-06 07:21:00.398099,2021-05-06 07:34:27.293163,0 days 00:13:26.895064000,512,100000,0.05741328869115838,0.28050955343342626,0.95,10000,0.004480192496042774,small,2,1,1000,COMPLETE
677,677,-122.6268794,2021-05-06 07:24:47.761628,2021-05-06 07:32:45.341674,0 days 00:07:57.580046000,512,50000,0.05814119098349502,0.27323728479400555,0.95,10000,0.004537270678653758,tiny,2,1,1000,COMPLETE
678,678,-124.88778000000002,2021-05-06 07:30:45.827411,2021-05-06 07:32:31.277034,0 days 00:01:45.449623000,512,100000,0.13227036509942597,0.2782538838130747,0.95,1000,0.0048856293829360195,tiny,2,15000,128,PRUNED
679,679,597.7620654,2021-05-06 07:32:31.279801,2021-05-06 07:45:59.578081,0 days 00:13:28.298280000,512,100000,0.13660475921106507,0.2662755175330029,0.95,5000,0.004010627113363249,small,2,1,1000,COMPLETE
680,680,479.63316699999996,2021-05-06 07:32:45.343398,2021-05-06 07:48:14.151670,0 days 00:15:28.808272000,512,100000,0.1051740552970759,0.2635024568274843,0.95,5000,0.0019742044102717864,small,2,1,4,COMPLETE
681,681,9.032300800000005,2021-05-06 07:34:27.295561,2021-05-06 07:38:01.539477,0 days 00:03:34.243916000,512,100000,0.13691608505234032,0.26488807461227193,0.95,5000,0.001892746845184848,small,2,1,4,PRUNED
682,682,282.50103679999995,2021-05-06 07:38:01.540645,2021-05-06 07:47:19.276309,0 days 00:09:17.735664000,256,1000000,0.11061643393803092,0.26245659482478534,0.95,10000,0.0037274203471797445,small,2,1,1000,PRUNED
683,683,129.49284619999997,2021-05-06 07:45:59.580061,2021-05-06 07:56:25.931390,0 days 00:10:26.351329000,256,1000000,0.12457484758073735,0.2589898692071008,0.95,10000,0.003391723256351848,small,2,1,1000,COMPLETE
684,684,-35.875734,2021-05-06 07:47:19.277360,2021-05-06 07:59:49.319226,0 days 00:12:30.041866000,512,1000000,0.14834731165984127,0.2877110573838715,0.95,10000,0.0019189857979842037,small,2,1,1000,COMPLETE
685,685,41.4418984,2021-05-06 07:48:14.157261,2021-05-06 08:01:17.374627,0 days 00:13:03.217366000,512,1000000,0.031260746555318186,0.29060194021299957,0.95,10000,0.0031143621084442925,small,2,1,1000,COMPLETE
686,686,349.568398,2021-05-06 07:56:25.932889,2021-05-06 08:09:41.049520,0 days 00:13:15.116631000,512,1000000,0.10341311551993981,0.2888618304669522,0.95,10000,0.0015965318102936438,small,2,1,1000,COMPLETE
687,687,-119.8946714,2021-05-06 07:59:49.321712,2021-05-06 08:07:05.459242,0 days 00:07:16.137530000,512,10000,0.1214433814333447,0.2995213767207363,0.95,10000,0.0014700446611074305,small,8,1,1000,COMPLETE
688,688,361.9383906,2021-05-06 08:01:17.378826,2021-05-06 08:14:10.306599,0 days 00:12:52.927773000,512,100000,0.1037696317018508,0.2492055078471259,0.95,10000,0.007887272477772553,small,2,1,1000,COMPLETE
689,689,-97.3623612,2021-05-06 08:07:05.472124,2021-05-06 08:27:46.333626,0 days 00:20:40.861502000,512,100000,0.0845958548087753,0.02080969008136807,0.95,10000,0.007876687646055182,small,1,1,1000,COMPLETE
690,690,776.5398428000001,2021-05-06 08:09:41.054265,2021-05-06 08:26:58.160262,0 days 00:17:17.105997000,512,100000,0.11633365287181407,0.25158149034328975,0.95,20000,0.002326388461962238,small,1,1,1000,COMPLETE
691,691,45.9176968,2021-05-06 08:14:10.309263,2021-05-06 08:33:17.700420,0 days 00:19:07.391157000,512,100000,0.09224568560627792,0.25044463911292036,0.95,10000,0.013119889708024203,small,1,1,1000,COMPLETE
692,692,484.06498739999995,2021-05-06 08:26:58.165556,2021-05-06 08:39:17.455619,0 days 00:12:19.290063000,512,1000000,0.0892820685644472,0.2763728413755138,0.95,10000,0.0027198316609200563,small,2,1,1000,COMPLETE
693,693,-342.49711360000003,2021-05-06 08:27:46.337006,2021-05-06 08:29:51.791317,0 days 00:02:05.454311000,512,1000000,0.11928718193663841,0.2759495037963624,0.95,10000,0.002617923584928302,small,2,5000,4,PRUNED
694,694,1284.857519,2021-05-06 08:29:51.793831,2021-05-06 08:43:05.447092,0 days 00:13:13.653261000,512,1000000,0.07497427579571098,0.24620951624108042,0.95,10000,0.005625008791128809,small,2,1,1000,COMPLETE
695,695,654.9030264,2021-05-06 08:33:17.704754,2021-05-06 08:42:14.133012,0 days 00:08:56.428258000,512,1000000,0.12740755280576913,0.2743391035786978,0.95,10000,0.0055610525886273035,small,4,1,1000,COMPLETE
696,696,1028.038933,2021-05-06 08:39:17.463038,2021-05-06 08:48:30.417423,0 days 00:09:12.954385000,512,1000000,0.07365609946249133,0.2451957858790485,0.95,10000,0.0012671349283442988,small,4,1,1000,COMPLETE
697,697,-373.47250920000005,2021-05-06 08:42:14.135063,2021-05-06 08:48:10.697573,0 days 00:05:56.562510000,128,1000000,0.11385678487049855,0.08257311800922487,0.95,10000,0.002076537455298038,small,2,20000,1000,PRUNED
698,698,-375.2986884,2021-05-06 08:43:05.449415,2021-05-06 08:44:38.508397,0 days 00:01:33.058982000,128,100000,0.086601461131722,0.3049358630543044,0.95,10000,0.005801811515328202,small,2,20000,1000,PRUNED
699,699,-160.57583140000003,2021-05-06 08:44:38.510700,2021-05-06 08:57:43.325464,0 days 00:13:04.814764000,512,1000000,0.09498896535226911,0.2543192759884965,0.995,10000,0.007573218726092319,small,2,1,256,COMPLETE
700,700,-27.723162600000006,2021-05-06 08:48:10.700253,2021-05-06 08:51:55.206559,0 days 00:03:44.506306000,512,100000,0.07108627671939476,0.2603821651689168,0.95,0,0.007090434871616218,small,2,1,256,PRUNED
701,701,737.8596952,2021-05-06 08:48:30.423242,2021-05-06 09:05:22.899630,0 days 00:16:52.476388000,512,100000,0.08003924593169483,0.25786143526307187,0.95,0,0.006029997241932775,small,2,1,4,COMPLETE
702,702,604.7592328000001,2021-05-06 08:51:55.208203,2021-05-06 09:10:11.558039,0 days 00:18:16.349836000,512,1000000,0.06537621963350985,0.26624185699770386,0.95,10000,0.00517596796495012,small,2,1,4,COMPLETE
703,703,-174.4279624,2021-05-06 08:57:43.340733,2021-05-06 09:01:36.157331,0 days 00:03:52.816598000,256,100000,0.06587475523023392,0.2686581311250255,0.95,10000,0.005821151864077411,small,2,1,4,PRUNED
704,704,399.7534988,2021-05-06 09:01:36.161445,2021-05-06 09:19:20.775277,0 days 00:17:44.613832000,512,1000000,0.07690388957376361,0.20621637774529858,0.95,10000,0.005398137875689376,small,2,1,1000,COMPLETE
705,705,578.5526102,2021-05-06 09:05:22.907308,2021-05-06 09:23:03.227878,0 days 00:17:40.320570000,512,1000000,0.06876025817736985,0.23689060950598337,0.99,10000,0.005119801616619654,small,2,1,1000,COMPLETE
706,706,-106.75250880000002,2021-05-06 09:10:11.560045,2021-05-06 09:26:24.759512,0 days 00:16:13.199467000,512,1000000,0.11091616871450656,0.20500822288450096,0.95,10000,0.004085396815888238,small,2,1,1000,COMPLETE
707,707,105.39093400000002,2021-05-06 09:19:20.777406,2021-05-06 09:35:55.401383,0 days 00:16:34.623977000,512,50000,0.10023252759223475,0.23752235976633587,0.99,10000,0.008884530564399879,small,2,1,1000,COMPLETE
708,708,766.8969662000001,2021-05-06 09:23:03.230766,2021-05-06 09:39:29.591532,0 days 00:16:26.360766000,512,50000,0.04535293675299595,0.2814025877704436,0.95,10000,0.003921473815238713,small,2,1,1000,COMPLETE
709,709,-363.4842252,2021-05-06 09:26:24.761516,2021-05-06 09:29:30.862434,0 days 00:03:06.100918000,512,50000,0.04844582219223838,0.2457443200711803,0.95,10000,0.0036221742613323327,small,2,15000,128,PRUNED
710,710,-359.455715,2021-05-06 09:29:30.863834,2021-05-06 09:31:54.737442,0 days 00:02:23.873608000,16,100000,0.10165765741519953,0.28304511973420937,0.95,10000,0.0032047776729209254,small,2,1,1000,PRUNED
711,711,693.1281686,2021-05-06 09:31:54.748922,2021-05-06 09:49:21.279610,0 days 00:17:26.530688000,512,100000,0.060040644135338196,0.22151114393291274,0.95,1000,0.004048194250357433,small,2,1,1000,COMPLETE
712,712,169.65100800000002,2021-05-06 09:35:55.406848,2021-05-06 09:49:52.063491,0 days 00:13:56.656643000,256,100000,0.05843427423548268,0.2928811356864506,0.95,1000,0.003981657275840153,small,2,1,1000,COMPLETE
713,713,-82.4518406,2021-05-06 09:39:29.596013,2021-05-06 09:52:13.590549,0 days 00:12:43.994536000,256,100000,0.07271245885751815,0.29210142890561064,0.95,10000,0.0031653086290312567,small,2,1,1000,COMPLETE
714,714,-375.1365832,2021-05-06 09:49:21.283977,2021-05-06 09:51:18.763162,0 days 00:01:57.479185000,256,1000000,0.07521864962039213,0.29216514344355216,0.95,10000,0.003323733851850511,small,2,10000,1000,PRUNED
715,715,1053.683866,2021-05-06 09:49:52.072666,2021-05-06 10:08:33.328428,0 days 00:18:41.255762000,512,1000000,0.054880186819410995,0.25322873485733505,0.95,10000,0.0031004385272327484,small,2,1,8,COMPLETE
716,716,-122.22214319999998,2021-05-06 09:51:18.775496,2021-05-06 10:08:56.820963,0 days 00:17:38.045467000,512,10000,0.0539452533707232,0.2516189522707944,0.95,10000,0.0027594648801337143,small,2,1,1000,COMPLETE
717,717,-132.6820082,2021-05-06 09:52:13.592477,2021-05-06 09:59:37.652941,0 days 00:07:24.060464000,512,10000,0.04100257384471495,0.30943742662965856,0.9999,10000,0.0024334456902103258,small,1,1,8,PRUNED
718,718,231.09114559999998,2021-05-06 09:59:37.658756,2021-05-06 10:02:04.641795,0 days 00:02:26.983039000,512,1000000,0.08288280538260309,0.2526797941781949,0.95,20000,0.01075361790574873,small,2,1,1000,PRUNED
719,719,-50.033756000000004,2021-05-06 10:02:04.645016,2021-05-06 10:03:53.130074,0 days 00:01:48.485058000,32,1000000,0.046348563738073556,0.2699430900317298,0.95,10000,0.0028210855781866384,small,8,1,16,PRUNED
720,720,320.03013100000004,2021-05-06 10:03:53.140414,2021-05-06 10:19:36.203190,0 days 00:15:43.062776000,512,100000,0.05378409289768037,0.23181895326745966,0.95,10000,0.0009308669728919615,small,2,1,1000,COMPLETE
721,721,779.2227672000001,2021-05-06 10:08:33.331076,2021-05-06 10:25:11.282101,0 days 00:16:37.951025000,512,100000,0.037525370201274055,0.23089262124757653,0.95,10000,0.0009741800048572569,small,2,1,1000,COMPLETE
