,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
233,233,580.6311102,2021-05-05 00:51:05.204119,2021-05-05 01:02:45.023153,0 days 00:11:39.819034000,512,1000000,0.010457256001246548,0.2758384603127789,0.95,10000,0.0028106815032422007,small,2,1,1000,COMPLETE
234,234,828.7021452000001,2021-05-05 00:54:41.486278,2021-05-05 01:06:46.760334,0 days 00:12:05.274056000,512,1000000,0.004263450997556965,0.27209253365952857,0.95,10000,0.0027836959233947006,small,2,1,1000,COMPLETE
235,235,258.39225360000006,2021-05-05 01:02:10.366900,2021-05-05 01:13:49.466659,0 days 00:11:39.099759000,512,1000000,0.003983261866412784,0.2694421407213008,0.95,10000,0.0020273923350465893,small,2,1,1000,COMPLETE
236,236,837.5814741999999,2021-05-05 01:02:45.027897,2021-05-05 01:14:07.346582,0 days 00:11:22.318685000,512,1000000,0.0039051880146399364,0.3042474172673091,0.95,10000,0.0018583139166073969,small,2,1,1000,COMPLETE
237,237,861.0342598,2021-05-05 01:06:46.762340,2021-05-05 01:18:25.630284,0 days 00:11:38.867944000,512,1000000,9.166426961922537e-06,0.2941084284992081,0.95,10000,0.0017669914832760933,small,2,1,1000,COMPLETE
238,238,970.1579003999999,2021-05-05 01:13:49.469382,2021-05-05 01:25:19.368722,0 days 00:11:29.899340000,512,1000000,0.0002844723910020559,0.30352984768616653,0.95,10000,0.0017809969920035541,small,2,1,1000,COMPLETE
239,239,515.873422,2021-05-05 01:14:07.348125,2021-05-05 01:25:06.005556,0 days 00:10:58.657431000,512,1000000,0.013378490335748007,0.2897106296818099,0.95,10000,0.0008816729367194749,small,2,1,1000,COMPLETE
240,240,336.09614619999996,2021-05-05 01:18:25.632648,2021-05-05 01:29:55.549548,0 days 00:11:29.916900000,512,1000000,0.013568497810139213,0.22443673357225338,0.95,10000,0.003469348568802866,small,2,1,1000,COMPLETE
241,241,1052.7133678000002,2021-05-05 01:25:06.008310,2021-05-05 01:36:44.203733,0 days 00:11:38.195423000,512,1000000,0.00770317004373028,0.24273199841918255,0.95,10000,0.003341902402380426,small,2,1,1000,COMPLETE
242,242,1275.6106054,2021-05-05 01:25:19.373983,2021-05-05 01:36:30.860651,0 days 00:11:11.486668000,512,1000000,4.1806778909116594e-05,0.24273836133703075,0.95,10000,0.0034485842149894353,small,2,1,1000,COMPLETE
243,243,725.415781,2021-05-05 01:29:55.551452,2021-05-05 01:41:17.340731,0 days 00:11:21.789279000,512,1000000,0.00016135101011805197,0.25688744471578734,0.95,10000,0.0015482379247151409,small,2,1,1000,COMPLETE
244,244,1011.6099113999999,2021-05-05 01:36:30.862409,2021-05-05 01:48:04.196636,0 days 00:11:33.334227000,512,1000000,0.0008046380132082226,0.24032726475481275,0.95,10000,0.0011609342630917526,small,2,1,1000,COMPLETE
245,245,186.75000640000002,2021-05-05 01:36:44.206331,2021-05-05 01:48:14.227582,0 days 00:11:30.021251000,512,1000000,0.008535247687563521,0.2424029231575214,0.95,10000,0.003749656727740974,small,2,1,1000,COMPLETE
246,246,814.2661513999999,2021-05-05 01:41:17.342593,2021-05-05 01:52:42.711330,0 days 00:11:25.368737000,512,1000000,0.00815726424210026,0.2417972391469005,0.95,10000,0.0036978977924154123,small,2,1,1000,COMPLETE
247,247,273.5647946,2021-05-05 01:48:04.199621,2021-05-05 01:59:27.044457,0 days 00:11:22.844836000,512,1000000,0.008568179695400342,0.23966094538280008,0.95,10000,0.0039032499474009716,small,2,1,1000,COMPLETE
248,248,970.8822597999999,2021-05-05 01:48:14.229165,2021-05-05 01:59:51.713098,0 days 00:11:37.483933000,512,1000000,0.0003895726234759405,0.3134913659042385,0.95,10000,0.002473275431653995,small,2,1,1000,COMPLETE
249,249,1294.4462834,2021-05-05 01:52:42.713619,2021-05-05 02:04:16.755381,0 days 00:11:34.041762000,512,1000000,0.0003093765157666656,0.30833277766760764,0.95,10000,0.00244705333303316,small,2,1,1000,COMPLETE
250,250,648.188437,2021-05-05 01:59:27.049289,2021-05-05 02:10:44.596619,0 days 00:11:17.547330000,512,1000000,0.00034991049189294645,0.22862779796212476,0.95,10000,0.002505481915923437,small,2,1,1000,COMPLETE
251,251,1075.2455318,2021-05-05 01:59:51.723770,2021-05-05 02:11:27.471769,0 days 00:11:35.747999000,512,1000000,0.0004392224283274505,0.22757948084400798,0.98,10000,0.0027993605912080867,small,2,1,1000,COMPLETE
252,252,10.000867400000004,2021-05-05 02:04:16.757201,2021-05-05 02:15:24.770154,0 days 00:11:08.012953000,512,1000000,3.968591493738261e-05,0.3171040024479891,0.98,10000,0.0010343224830881082,small,2,1,1000,COMPLETE
253,253,-170.564703,2021-05-05 02:10:44.598983,2021-05-05 02:21:58.569610,0 days 00:11:13.970627000,512,1000000,0.0001052332727549578,0.3132134669017189,0.98,10000,0.0009743559476405621,small,2,1,1000,COMPLETE
254,254,585.4268357999999,2021-05-05 02:11:27.473814,2021-05-05 02:22:49.896645,0 days 00:11:22.422831000,512,1000000,0.0050919659953226675,0.3118757621085237,0.98,10000,0.001001965700865644,small,2,1,1000,COMPLETE
255,255,253.4404708,2021-05-05 02:15:24.772420,2021-05-05 02:27:26.405080,0 days 00:12:01.632660000,512,1000000,0.0056480938301306524,0.3004893363681842,0.98,10000,0.0072851700596937,small,2,1,1000,COMPLETE
256,256,383.93788820000003,2021-05-05 02:21:58.573644,2021-05-05 02:33:53.583043,0 days 00:11:55.009399000,512,1000000,0.00620850667639072,0.32711838973919555,0.95,10000,0.005135126038865304,small,2,1,1000,COMPLETE
257,257,1190.3051828,2021-05-05 02:22:49.899084,2021-05-05 02:34:34.433337,0 days 00:11:44.534253000,512,1000000,0.012342834238471634,0.2163039465596605,0.98,10000,0.003324095721325313,small,2,1,1000,COMPLETE
258,258,1009.2954748,2021-05-05 02:27:26.409904,2021-05-05 02:39:15.456473,0 days 00:11:49.046569000,512,1000000,0.011144426829127772,0.21934887704147044,0.95,10000,0.004965216959769118,small,2,1,1000,COMPLETE
259,259,727.4088204,2021-05-05 02:33:53.586876,2021-05-05 02:45:55.942708,0 days 00:12:02.355832000,512,1000000,0.012249431823828108,0.301074475559541,0.95,10000,0.003123111546173057,small,2,1,1000,COMPLETE
260,260,128.29681079999997,2021-05-05 02:34:34.435154,2021-05-05 02:46:40.312533,0 days 00:12:05.877379000,512,1000000,0.01499233091948407,0.22037367370145777,0.98,10000,0.0031509868165064815,small,2,1,256,COMPLETE
261,261,-337.6873836,2021-05-05 02:39:15.458421,2021-05-05 02:41:14.553471,0 days 00:01:59.095050000,16,1000000,0.01402876309949174,0.2144467403983148,0.98,10000,0.004822494719779137,small,2,1,256,PRUNED
262,262,-278.41396619999995,2021-05-05 02:41:14.563712,2021-05-05 02:50:15.096531,0 days 00:09:00.532819000,32,1000000,0.019019672778288935,0.22067855614663434,0.98,10000,0.003045108482659749,small,2,1,1000,COMPLETE
263,263,-300.21255120000006,2021-05-05 02:45:55.954186,2021-05-05 02:46:37.837030,0 days 00:00:41.882844000,32,1000000,0.010596499329155674,0.22120010255007724,0.98,20000,0.0031940084248697487,small,2,20000,1000,PRUNED
264,264,9.924184799999997,2021-05-05 02:46:37.837951,2021-05-05 02:58:29.766736,0 days 00:11:51.928785000,512,1000000,0.018552474678309092,0.20944836354015595,0.98,10000,0.0045643438067655626,small,2,1,1000,COMPLETE
265,265,561.3658788,2021-05-05 02:46:40.313826,2021-05-05 02:56:46.269693,0 days 00:10:05.955867000,256,1000000,0.0184609519710148,0.19601224170070217,0.98,10000,0.008194515810103109,small,2,1,1000,COMPLETE
266,266,408.30436280000004,2021-05-05 02:50:15.099789,2021-05-05 03:01:56.706971,0 days 00:11:41.607182000,512,1000000,0.017861620631491517,0.2091550958289607,0.995,10000,0.0044030461534707846,small,2,1,1000,COMPLETE
267,267,1103.6394398,2021-05-05 02:56:46.271477,2021-05-05 03:08:18.648618,0 days 00:11:32.377141000,512,1000000,0.00924768034220307,0.20242960316186648,0.95,10000,0.004546792284113201,small,2,1,1000,COMPLETE
268,268,783.0298138,2021-05-05 02:58:29.770640,2021-05-05 03:09:59.733537,0 days 00:11:29.962897000,512,1000000,0.00999297493165595,0.2880947416763939,0.95,10000,0.0013798600634269912,small,2,1,1000,COMPLETE
269,269,540.8135936000001,2021-05-05 03:01:56.709384,2021-05-05 03:13:29.810802,0 days 00:11:33.101418000,512,1000000,0.010004608192393096,0.22980070409705283,0.95,10000,0.001520964381210378,small,2,1,1000,COMPLETE
270,270,158.9169584,2021-05-05 03:08:18.655029,2021-05-05 03:20:15.854983,0 days 00:11:57.199954000,512,1000000,0.011745228410979051,0.20066162741860927,0.95,10000,0.005797044803910515,small,2,1,1000,COMPLETE
271,271,525.3189466,2021-05-05 03:09:59.735520,2021-05-05 03:21:31.339881,0 days 00:11:31.604361000,512,1000000,0.011393972445926335,0.19966344389290236,0.95,10000,0.0037767646286895884,small,2,1,1000,COMPLETE
272,272,859.8058912,2021-05-05 03:13:29.813157,2021-05-05 03:24:58.393506,0 days 00:11:28.580349000,512,1000000,0.012809187124935301,0.19580642963948566,0.95,10000,0.005555996122020196,small,2,1,1000,COMPLETE
273,273,-40.56462959999998,2021-05-05 03:20:15.866228,2021-05-05 03:29:33.253890,0 days 00:09:17.387662000,512,1000000,0.007985534198095648,0.18974064590644285,0.95,10000,0.0020913332542216094,small,2,15000,1000,COMPLETE
274,274,322.46626719999995,2021-05-05 03:21:31.342551,2021-05-05 03:32:31.435829,0 days 00:11:00.093278000,512,1000000,0.006769368863401976,0.1896071663246105,0.999,10000,0.010766253973701111,small,2,1,16,COMPLETE
275,275,841.9811348000001,2021-05-05 03:24:58.397518,2021-05-05 03:36:48.100874,0 days 00:11:49.703356000,512,1000000,0.006966586395232047,0.2282422434731173,0.999,10000,0.0008425324604236147,small,2,1,1000,COMPLETE
276,276,1243.642597,2021-05-05 03:29:33.258176,2021-05-05 03:41:33.897668,0 days 00:12:00.639492000,512,1000000,0.006445054783542221,0.23261105684144678,0.95,10000,0.0012737844087318615,small,2,1,1000,COMPLETE
277,277,14.984818600000017,2021-05-05 03:32:31.437547,2021-05-05 03:45:06.867379,0 days 00:12:35.429832000,512,10000,0.004412340414871183,0.22850386491861746,0.95,10000,0.0007193806273275473,small,2,1,1000,COMPLETE
278,278,439.3008218,2021-05-05 03:36:48.102728,2021-05-05 03:53:21.865634,0 days 00:16:33.762906000,512,1000000,0.015196810729314659,0.23621816719598923,0.95,10000,0.0012210934451484807,small,2,1,8,COMPLETE
279,279,520.6423941999999,2021-05-05 03:41:33.904696,2021-05-05 04:00:03.382758,0 days 00:18:29.478062000,512,1000000,0.015481708780978425,0.2333309790528839,0.95,10000,0.0012572338589390906,small,2,1,8,COMPLETE
280,280,369.07986320000003,2021-05-05 03:45:06.874959,2021-05-05 04:02:56.565359,0 days 00:17:49.690400000,512,1000000,0.01403962803953238,0.23542425397609604,0.95,10000,0.0011756795555187501,small,2,1,1000,COMPLETE
281,281,588.7704754,2021-05-05 03:53:21.874390,2021-05-05 04:10:13.317390,0 days 00:16:51.443000000,512,1000000,0.016070277721575744,0.28016673553183596,0.95,10000,0.0011859487546327448,small,2,1,1000,COMPLETE
282,282,107.5514072,2021-05-05 04:00:03.384831,2021-05-05 04:17:06.704105,0 days 00:17:03.319274000,512,1000000,0.0044048854064682435,0.2832884125651753,0.95,10000,0.0015630637511160428,small,2,1,1000,COMPLETE
283,283,74.0368702,2021-05-05 04:02:56.574768,2021-05-05 04:11:55.882258,0 days 00:08:59.307490000,512,1000000,0.008006082077637285,0.2837497140679507,0.95,10000,0.001591998794570188,small,8,1,1000,COMPLETE
284,284,-291.353784,2021-05-05 04:10:13.326584,2021-05-05 04:12:22.665199,0 days 00:02:09.338615000,512,1000000,0.00441532618449632,0.2127510797270754,0.95,10000,0.001629648397797454,small,8,1,1000,PRUNED
285,285,980.8421548,2021-05-05 04:11:55.885029,2021-05-05 04:27:31.028629,0 days 00:15:35.143600000,512,1000000,0.005719282304779249,0.21014429814529273,0.95,10000,0.0020792982836026473,small,2,1,1000,COMPLETE
286,286,87.3632854,2021-05-05 04:12:22.666386,2021-05-05 04:28:56.367437,0 days 00:16:33.701051000,512,1000000,0.004307961650153956,0.2707035204530137,0.95,10000,0.0022296533037974393,small,2,1,1000,COMPLETE
287,287,-387.3934154,2021-05-05 04:17:06.709529,2021-05-05 04:27:05.207068,0 days 00:09:58.497539000,16,1000000,0.00929907294249071,0.26917473547314863,0.95,10000,0.01061386004106046,small,2,1,1000,COMPLETE
288,288,131.574996,2021-05-05 04:27:05.209217,2021-05-05 04:43:30.637188,0 days 00:16:25.427971000,512,1000000,0.0036932513167734294,0.2473534687107727,0.95,10000,0.002104513974391632,small,2,1,1000,COMPLETE
289,289,994.434015,2021-05-05 04:27:31.030680,2021-05-05 04:44:29.982124,0 days 00:16:58.951444000,512,1000000,0.022654463911785445,0.2444368708090186,0.95,10000,0.0008002977352543712,small,2,1,1000,COMPLETE
290,290,582.6154268,2021-05-05 04:28:56.378684,2021-05-05 04:46:02.752081,0 days 00:17:06.373397000,512,1000000,0.010204113466290552,0.2453853908968679,0.95,10000,0.00371371720903606,small,2,1,1000,COMPLETE
291,291,354.4650318,2021-05-05 04:43:30.646077,2021-05-05 05:00:26.351087,0 days 00:16:55.705010000,512,1000000,0.021518061904310624,0.2957336154363334,0.95,10000,0.003796739751875124,small,2,1,1000,COMPLETE
292,292,-340.9350742,2021-05-05 04:44:29.990545,2021-05-05 04:54:41.222648,0 days 00:10:11.232103000,512,1000000,0.010244959422110102,0.29385264013999907,0.95,20000,0.003286897638401084,small,2,5000,1000,PRUNED
293,293,-271.307371,2021-05-05 04:46:02.757078,2021-05-05 04:47:12.937628,0 days 00:01:10.180550000,512,1000000,0.008486969123881971,0.1833712347693552,0.95,20000,0.0026000575596767444,small,2,5000,1000,PRUNED
294,294,1125.5144496,2021-05-05 04:47:12.940278,2021-05-05 05:00:11.104077,0 days 00:12:58.163799000,256,1000000,0.01260585533827161,0.293449998442524,0.98,10000,0.0029692785603695026,small,2,1,1000,COMPLETE
295,295,583.7415734,2021-05-05 04:54:41.224042,2021-05-05 05:08:09.477878,0 days 00:13:28.253836000,256,1000000,0.0001805638315459879,0.2158497411166832,0.98,10000,0.004398964889554827,small,2,1,1000,COMPLETE
296,296,-387.17445719999995,2021-05-05 05:00:11.115702,2021-05-05 05:03:38.284658,0 days 00:03:27.168956000,512,1000000,1.704598472613704e-05,0.29596558408234513,0.98,10000,0.2526876948611055,small,2,1,1000,PRUNED
297,297,-219.47933519999998,2021-05-05 05:00:26.354832,2021-05-05 05:10:16.787599,0 days 00:09:50.432767000,256,10000,0.002810025968113728,0.2668415845420801,0.98,10000,0.0018868363263195287,small,2,20000,1000,COMPLETE
298,298,-324.830754,2021-05-05 05:03:38.287748,2021-05-05 05:13:14.320109,0 days 00:09:36.032361000,256,10000,4.52712081726859e-05,0.26672926804824726,0.98,10000,0.0018318843847602855,small,2,20000,1000,COMPLETE
299,299,1106.5910414,2021-05-05 05:08:09.483125,2021-05-05 05:24:51.891865,0 days 00:16:42.408740000,512,10000,0.0035412328404345354,0.27532531201674065,0.98,10000,0.0017691529912947973,small,2,1,1000,COMPLETE
300,300,-57.7843452,2021-05-05 05:10:16.793837,2021-05-05 05:23:27.626014,0 days 00:13:10.832177000,256,1000000,0.006792610524899043,0.1652715799394878,0.98,10000,0.002781368709834763,small,2,1,1000,COMPLETE
301,301,367.3951868,2021-05-05 05:13:14.322345,2021-05-05 05:26:33.977054,0 days 00:13:19.654709000,256,1000000,0.007744470927215262,0.27813226811150144,0.98,10000,0.0027564652933410685,small,2,1,1000,COMPLETE
302,302,801.9326934000001,2021-05-05 05:23:27.628289,2021-05-05 05:36:45.391350,0 days 00:13:17.763061000,256,1000000,0.013203088680681539,0.2815111412251233,0.995,10000,0.0009782857478438645,small,2,1,1000,COMPLETE
303,303,43.110026399999995,2021-05-05 05:24:51.898032,2021-05-05 05:38:19.027240,0 days 00:13:27.129208000,256,10000,0.014646868526503902,0.2802881407112493,0.98,10000,0.0024551555224322425,small,2,1,1000,COMPLETE
304,304,255.83380079999998,2021-05-05 05:26:33.985382,2021-05-05 05:44:43.938546,0 days 00:18:09.953164000,512,10000,0.01571299363917301,0.2848874660568632,0.98,10000,0.0022098655866602864,small,2,1,1000,COMPLETE
305,305,-137.2417696,2021-05-05 05:36:45.399918,2021-05-05 05:55:32.373045,0 days 00:18:46.973127000,512,10000,0.004154069030594564,0.291442219701523,0.98,10000,0.002249094665609997,small,2,1,16,COMPLETE
306,306,4.0603784,2021-05-05 05:38:19.030194,2021-05-05 05:43:03.633544,0 days 00:04:44.603350000,512,10000,0.003706847373585797,0.29034235415162785,0.98,10000,0.0014965548265218672,small,2,1,16,PRUNED
307,307,246.4678374,2021-05-05 05:43:03.637133,2021-05-05 05:55:40.068391,0 days 00:12:36.431258000,512,100000,0.018706542966781262,0.3063589252393338,0.98,10000,0.0020974471204441097,small,2,15000,1000,PRUNED
308,308,-361.7474142,2021-05-05 05:44:43.946029,2021-05-05 05:46:51.437438,0 days 00:02:07.491409000,64,100000,0.007153575602941758,0.3029282340394305,0.98,10000,0.001724738229581227,small,2,15000,1000,PRUNED
309,309,-73.0581044,2021-05-05 05:46:51.452618,2021-05-05 06:04:33.887314,0 days 00:17:42.434696000,512,10000,0.004749405141862774,0.27208871575813093,0.98,10000,0.0029709950533856164,small,2,1,1000,COMPLETE
310,310,774.2525810000001,2021-05-05 05:55:32.384751,2021-05-05 06:12:39.060101,0 days 00:17:06.675350000,512,100000,0.018823387175178705,0.2655326717660116,0.95,10000,0.003279116110321271,small,2,1,1000,COMPLETE
311,311,252.83972139999997,2021-05-05 05:55:40.069551,2021-05-05 06:05:45.035247,0 days 00:10:04.965696000,512,100000,0.011692239805135018,0.26357961685871195,0.95,10000,0.0032209707405646847,tiny,2,1,1000,COMPLETE
312,312,95.3973422,2021-05-05 06:04:33.907858,2021-05-05 06:21:29.472979,0 days 00:16:55.565121000,512,100000,0.010517235640487507,0.2551785391438243,0.95,10000,0.0013805796726873885,small,2,1,1000,COMPLETE
313,313,680.2620906,2021-05-05 06:05:45.037452,2021-05-05 06:22:38.354903,0 days 00:16:53.317451000,512,100000,0.00025324188940732857,0.2540880524883058,0.95,10000,0.0014390833478335379,small,2,1,1000,COMPLETE
314,314,800.0871305999999,2021-05-05 06:12:39.079378,2021-05-05 06:28:42.031341,0 days 00:16:02.951963000,512,100000,0.007880413937627413,0.25372703707132566,0.95,10000,0.0016900234739410033,small,2,1,1000,COMPLETE
315,315,759.1212522,2021-05-05 06:21:29.482736,2021-05-05 06:38:18.936283,0 days 00:16:49.453547000,512,100000,0.00019248448724243708,0.2764042047801838,0.95,10000,0.0015755431260038347,small,2,1,1000,COMPLETE
316,316,696.3170530000001,2021-05-05 06:22:38.364815,2021-05-05 06:38:59.439501,0 days 00:16:21.074686000,512,100000,0.0075725216533161655,0.274668760048774,0.95,10000,0.0017237614200245374,small,2,1,1000,COMPLETE
317,317,-33.4493568,2021-05-05 06:28:42.040911,2021-05-05 06:41:35.045749,0 days 00:12:53.004838000,64,1000000,0.0031122887951648475,0.28170350296255775,0.95,10000,0.002441929847968523,small,2,1,1000,COMPLETE
318,318,33.120948399999996,2021-05-05 06:38:18.946554,2021-05-05 06:51:27.324798,0 days 00:13:08.378244000,64,1000000,0.0034582488614206515,0.28707634648641434,0.95,0,0.004135783872119209,small,2,1,1000,COMPLETE
319,319,323.91487459999996,2021-05-05 06:38:59.441495,2021-05-05 06:52:15.145892,0 days 00:13:15.704397000,64,1000000,3.098371489320068e-05,0.3228405996470476,0.95,0,0.002663657545613012,small,2,1,1000,COMPLETE
320,320,91.8454682,2021-05-05 06:41:35.048781,2021-05-05 06:53:04.300475,0 days 00:11:29.251694000,16,1000000,1.6118774960069455e-05,0.2931084396704036,0.95,0,0.003915913111923713,small,2,1,1000,COMPLETE
321,321,421.02636259999997,2021-05-05 06:51:27.334199,2021-05-05 07:01:55.204170,0 days 00:10:27.869971000,16,1000000,0.012501553872572312,0.32610925465542845,0.95,5000,0.0011361385352865424,small,2,1,256,COMPLETE
322,322,-166.3323186,2021-05-05 06:52:15.147248,2021-05-05 06:55:04.564571,0 days 00:02:49.417323000,16,100000,0.012573100885455584,0.23783503797818265,0.95,5000,0.0007506355070118228,small,2,1,256,PRUNED
323,323,273.3226573999999,2021-05-05 06:53:04.302646,2021-05-05 07:04:03.580329,0 days 00:10:59.277683000,32,100000,0.013239475274134074,0.23898659774761716,0.95,5000,0.0007728548312965318,small,2,1,256,COMPLETE
324,324,247.64244360000004,2021-05-05 06:55:04.565899,2021-05-05 07:05:22.631323,0 days 00:10:18.065424000,32,100000,0.0074569494756431265,0.22760303866543988,0.98,10000,0.0011189754883103363,small,2,1,1000,COMPLETE
325,325,-275.9284546,2021-05-05 07:01:55.206534,2021-05-05 07:11:50.640565,0 days 00:09:55.434031000,32,100000,0.006927117405294602,0.22649688684560576,0.98,10000,0.002087260473136112,small,2,1,1000,COMPLETE
326,326,279.4866454,2021-05-05 07:04:03.581425,2021-05-05 07:20:16.925959,0 days 00:16:13.344534000,512,100000,0.006973433519012996,0.22654121147318568,0.98,10000,0.0021251195467432973,small,2,1,1000,COMPLETE
327,327,545.329437,2021-05-05 07:05:22.633303,2021-05-05 07:22:21.917068,0 days 00:16:59.283765000,512,100000,0.003916649991946208,0.30536633480149034,0.95,10000,0.0019782264493519545,small,2,1,1000,COMPLETE
328,328,245.9831628,2021-05-05 07:11:50.644443,2021-05-05 07:29:00.870272,0 days 00:17:10.225829000,512,1000000,0.0041192751065917185,0.3050542086414074,0.95,10000,0.0027979344387819116,small,2,1,1000,COMPLETE
329,329,352.894156,2021-05-05 07:20:16.927864,2021-05-05 07:38:29.005024,0 days 00:18:12.077160000,512,1000000,0.0035598397361715386,0.3078108794991564,0.95,10000,0.006303631465208842,small,2,1,1000,COMPLETE
330,330,212.2296166,2021-05-05 07:22:21.935445,2021-05-05 07:40:27.192555,0 days 00:18:05.257110000,512,1000000,0.01641468169236724,0.2665962752983518,0.95,10000,0.005170676252153357,small,2,1,1000,COMPLETE
331,331,-113.87606000000001,2021-05-05 07:29:00.877240,2021-05-05 07:46:27.861257,0 days 00:17:26.984017000,512,10000,0.01709931578029491,0.26640497384772105,0.995,10000,0.005041343061451557,small,2,1,1000,COMPLETE
332,332,-37.00481579999999,2021-05-05 07:38:29.007357,2021-05-05 07:56:16.324618,0 days 00:17:47.317261000,512,10000,0.025626703455110835,0.2493629033166771,0.995,10000,0.004625638819750524,small,2,1,1000,COMPLETE
333,333,644.8506456000001,2021-05-05 07:40:27.199436,2021-05-05 07:57:46.441411,0 days 00:17:19.241975000,512,10000,0.01005711869165156,0.24873363877912769,0.995,10000,0.003487192165927652,small,2,1,1000,COMPLETE
334,334,430.16671759999997,2021-05-05 07:46:27.870200,2021-05-05 08:04:00.841631,0 days 00:17:32.971431000,512,100000,0.010178069460693792,0.2493311734729112,0.999,10000,0.0033851492034825863,small,2,1,1000,COMPLETE
335,335,-85.3200996,2021-05-05 07:56:16.329210,2021-05-05 08:14:48.549911,0 days 00:18:32.220701000,512,100000,0.08386936692165657,0.25645800085217785,0.999,10000,0.0033695685878262515,small,2,1,1000,COMPLETE
336,336,860.6955532,2021-05-05 07:57:46.453675,2021-05-05 08:16:20.895953,0 days 00:18:34.442278000,512,100000,0.009638449163926494,0.205447971283383,0.999,10000,0.002850720160388199,small,2,1,1000,COMPLETE
337,337,-178.75638519999998,2021-05-05 08:04:00.854896,2021-05-05 08:08:46.281662,0 days 00:04:45.426766000,512,1000000,0.08130788391290154,0.2057874604295699,0.95,10000,0.0013124236952037562,small,2,1,4,PRUNED
338,338,935.1800956000001,2021-05-05 08:08:46.284851,2021-05-05 08:19:20.036568,0 days 00:10:33.751717000,512,100000,5.4513878369904546e-05,0.2956445279942568,0.95,10000,0.0009177466737503888,tiny,2,1,1000,COMPLETE
339,339,-160.2286274,2021-05-05 08:14:48.553076,2021-05-05 08:26:48.679827,0 days 00:12:00.126751000,512,1000000,0.0007507697879762516,0.2949850863907932,0.95,10000,0.0010052969859619437,tiny,2,1,8,COMPLETE
340,340,158.65741559999998,2021-05-05 08:16:20.897359,2021-05-05 08:28:01.617954,0 days 00:11:40.720595000,512,1000000,0.11853592476777434,0.294271425046592,0.95,10000,0.0009288934000615022,small,8,1,8,COMPLETE
341,341,468.126444,2021-05-05 08:19:20.046444,2021-05-05 08:38:58.668983,0 days 00:19:38.622539000,512,1000000,0.003283924294081705,0.2762399965193714,0.95,10000,0.0014334380898093045,small,2,1,8,COMPLETE
342,342,-108.51633999999999,2021-05-05 08:26:48.692205,2021-05-05 08:36:29.036345,0 days 00:09:40.344140000,512,1000000,7.533453900637186e-05,0.2779682373955066,0.95,10000,0.001622406510445951,small,8,1,1000,COMPLETE
343,343,789.8732026,2021-05-05 08:28:01.629111,2021-05-05 08:46:17.878943,0 days 00:18:16.249832000,512,100000,0.003552208256831884,0.2731818918117669,0.95,10000,0.00174307829726073,small,2,1,1000,COMPLETE
344,344,991.9127954000002,2021-05-05 08:36:29.050622,2021-05-05 08:54:55.170639,0 days 00:18:26.120017000,512,100000,0.005991700984576618,0.26197643117222186,0.95,10000,0.0024561778559593268,small,2,1,1000,COMPLETE
345,345,102.40253460000001,2021-05-05 08:38:58.676328,2021-05-05 08:53:04.928613,0 days 00:14:06.252285000,128,100000,0.0072054418530611815,0.18489580093900776,0.95,10000,0.0022693552880363958,small,2,1,1000,COMPLETE
346,346,136.1785854,2021-05-05 08:46:17.880298,2021-05-05 09:00:03.853443,0 days 00:13:45.973145000,128,100000,0.006804729890449064,0.1735707624954611,0.95,10000,0.0024761469960207618,small,2,1,1000,COMPLETE
347,347,701.9140338,2021-05-05 08:53:04.935041,2021-05-05 09:11:52.568889,0 days 00:18:47.633848000,512,100000,0.013549306116887684,0.2595235302256472,0.98,10000,0.0025830857018238024,small,2,1,1000,COMPLETE
348,348,701.6100726000001,2021-05-05 08:54:55.176736,2021-05-05 09:12:55.836738,0 days 00:18:00.660002000,512,1000000,0.013401671414415603,0.21753540259511375,0.98,10000,0.001969992849212341,small,2,1,1000,COMPLETE
349,349,1098.6574294,2021-05-05 09:00:03.866423,2021-05-05 09:18:09.541831,0 days 00:18:05.675408000,512,1000000,0.021293552240467507,0.2353423544389515,0.95,10000,0.001304101880655952,small,2,1,1000,COMPLETE
350,350,45.50826739999999,2021-05-05 09:11:52.571422,2021-05-05 09:13:04.965125,0 days 00:01:12.393703000,512,1000000,0.010647163179891107,0.23814812651568718,0.95,20000,0.001312235755656325,small,2,5000,1000,PRUNED
351,351,614.3839326,2021-05-05 09:12:55.852471,2021-05-05 09:25:22.347949,0 days 00:12:26.495478000,64,1000000,0.01910311614523068,0.23718124724655593,0.95,20000,0.0013588654287111526,small,2,1,1000,COMPLETE
352,352,-276.282519,2021-05-05 09:13:04.966019,2021-05-05 09:16:05.883777,0 days 00:03:00.917758000,64,1000000,5.670616026635326e-05,0.28973232922658904,0.95,10000,0.0005963417370766467,small,2,1,1000,PRUNED
353,353,-356.7984128,2021-05-05 09:16:05.886403,2021-05-05 09:18:07.355201,0 days 00:02:01.468798000,256,100000,0.01993166180517418,0.2845261355150041,0.95,10000,0.003630398799038365,small,2,20000,1000,PRUNED
354,354,195.3819254,2021-05-05 09:18:07.357073,2021-05-05 09:36:42.503660,0 days 00:18:35.146587000,512,1000000,0.00021755300606830091,0.24276127183953214,0.95,10000,0.0012741039115704675,small,2,1,1000,COMPLETE
